id,reference,transaction_type,amount,fee,total_amount,currency,source_account_id,source_user_id,destination_account_id,destination_user_id,merchant_id,agency_id,status,failure_reason,source_node,processing_node,source_datacenter,processing_datacenter,is_cross_dc,transaction_date,transaction_time,created_at,completed_at
64465,TX20240412582790,TRF,4900,25,4925,MRU,11015,9996,8412,7646,,,SUCCESS,,NKC-NODE-3,NKC-NODE-2,DC-NKC-SECONDARY,DC-NKC-PRIMARY,true,2024-04-12,12:41:07,2024-04-12T10:41:07.747Z,2024-04-12T10:41:09.684Z
78334,TX20240412379433,TRF,4900,25,4925,MRU,11015,9996,8412,7646,,,SUCCESS,,NKC-NODE-1,NDB-NODE-1,DC-NKC-PRIMARY,DC-NDB,true,2024-04-12,12:41:07,2024-04-12T10:41:07.747Z,2024-04-12T10:41:11.408Z
79088,TX20240412066959,TRF,4900,25,4925,MRU,11015,9996,8412,7646,,,SUCCESS,,NKC-NODE-3,NKC-NODE-3,DC-NKC-SECONDARY,DC-NKC-SECONDARY,false,2024-04-12,12:41:07,2024-04-12T10:41:07.747Z,2024-04-12T10:41:09.226Z
79650,TX20240412040573,TRF,4900,25,4925,MRU,11015,9996,8412,7646,,,SUCCESS,,NKC-NODE-1,NKC-NODE-3,DC-NKC-PRIMARY,DC-NKC-SECONDARY,true,2024-04-12,12:41:07,2024-04-12T10:41:07.747Z,2024-04-12T10:41:08.809Z
81334,TX20240412670928,TRF,4900,25,4925,MRU,11015,9996,8412,7646,,,SUCCESS,,NKC-NODE-2,NDB-NODE-2,DC-NKC-PRIMARY,DC-NDB,true,2024-04-12,12:41:07,2024-04-12T10:41:07.747Z,2024-04-12T10:41:09.775Z
9803,TX20240412770398,WIT,10000,100,10100,MRU,4820,4380,,,,50,SUCCESS,,NDB-NODE-2,NDB-NODE-1,DC-NDB,DC-NDB,false,2024-04-12,12:42:10,2024-04-12T10:42:10.820Z,2024-04-12T10:42:15.473Z
10650,TX20240412454071,WIT,2000,50,2050,MRU,4820,4380,,,,50,SUCCESS,,NKC-NODE-1,NKC-NODE-1,DC-NKC-PRIMARY,DC-NKC-PRIMARY,false,2024-04-12,12:42:10,2024-04-12T10:42:10.820Z,2024-04-12T10:42:11.711Z
15496,TX20240412679984,WIT,1000,50,1050,MRU,4820,4380,,,,50,SUCCESS,,NKC-NODE-3,NKC-NODE-1,DC-NKC-SECONDARY,DC-NKC-PRIMARY,true,2024-04-12,12:42:10,2024-04-12T10:42:10.820Z,2024-04-12T10:42:12.004Z
49759,TX20240412961245,WIT,20000,200,20200,MRU,4820,4380,,,,50,SUCCESS,,NKC-NODE-3,NKC-NODE-1,DC-NKC-SECONDARY,DC-NKC-PRIMARY,true,2024-04-12,12:42:10,2024-04-12T10:42:10.820Z,2024-04-12T10:42:14.714Z
50944,TX20240412953111,WIT,20000,200,20200,MRU,4820,4380,,,,50,SUCCESS,,NKC-NODE-3,NDB-NODE-1,DC-NKC-SECONDARY,DC-NDB,true,2024-04-12,12:42:10,2024-04-12T10:42:10.820Z,2024-04-12T10:42:12.862Z
51141,TX20240412274037,WIT,10000,100,10100,MRU,4820,4380,,,,50,SUCCESS,,NDB-NODE-1,NDB-NODE-2,DC-NDB,DC-NDB,false,2024-04-12,12:42:10,2024-04-12T10:42:10.820Z,2024-04-12T10:42:13.493Z
51338,TX20240412624568,WIT,5000,50,5050,MRU,4820,4380,,,,50,SUCCESS,,NDB-NODE-2,NKC-NODE-3,DC-NDB,DC-NKC-SECONDARY,true,2024-04-12,12:42:10,2024-04-12T10:42:10.820Z,2024-04-12T10:42:12.610Z
85196,TX20240412427315,WIT,5000,50,5050,MRU,4820,4380,,,,50,SUCCESS,,NDB-NODE-2,NDB-NODE-1,DC-NDB,DC-NDB,false,2024-04-12,12:42:10,2024-04-12T10:42:10.820Z,2024-04-12T10:42:13.828Z
