id,transaction_id,transaction_reference,fee_type,amount,currency,payer_account_id,collector,status,created_at
5914,10967,TX20240328519328,PAY_FEE,10,MRU,5447,MERCHANT,COLLECTED,2024-03-28T10:41:10.032Z
5915,10970,TX20240317270348,WIT_FEE,50,MRU,4057,PLATFORM,COLLECTED,2024-03-17T14:39:47.783Z
5916,10971,TX20241219846056,PAY_FEE,26,MRU,4892,MERCHANT,COLLECTED,2024-12-19T21:09:38.793Z
5917,10973,TX20241128029162,TRF_FEE,10,MRU,425,PLATFORM,COLLECTED,2024-11-28T15:09:32.131Z
5918,10974,TX20240109103046,TRF_FEE,25,MRU,5019,PLATFORM,COLLECTED,2024-01-09T08:07:37.783Z
5919,10975,TX20240111179426,WIT_FEE,52,MRU,5313,PLATFORM,COLLECTED,2024-01-11T15:01:01.093Z
5920,10976,TX20240311062471,BIL_FEE,100,MRU,3953,PLATFORM,COLLECTED,2024-03-11T14:34:14.436Z
5921,10978,TX20240322907439,WIT_FEE,100,MRU,8928,PLATFORM,COLLECTED,2024-03-22T09:49:58.204Z
5922,10980,TX20240719436200,PAY_FEE,345,MRU,2224,MERCHANT,COLLECTED,2024-07-19T07:10:29.760Z
5923,10981,TX20241206066855,SAL_FEE,365,MRU,7218,PLATFORM,COLLECTED,2024-12-06T13:23:57.634Z
5924,10983,TX20240408490022,WIT_FEE,200,MRU,8615,PLATFORM,COLLECTED,2024-04-08T14:01:27.946Z
5925,10985,TX20241211873838,TRF_FEE,50,MRU,3297,PLATFORM,COLLECTED,2024-12-11T16:15:57.001Z
5926,10986,TX20241016954251,WIT_FEE,50,MRU,3348,PLATFORM,COLLECTED,2024-10-16T13:36:03.620Z
5927,10987,TX20240921313047,PAY_FEE,180,MRU,9901,MERCHANT,COLLECTED,2024-09-21T11:52:55.200Z
5928,10988,TX20241222219437,TRF_FEE,50,MRU,2966,PLATFORM,COLLECTED,2024-12-22T15:56:54.053Z
5929,10989,TX20240127096681,WIT_FEE,50,MRU,1832,PLATFORM,COLLECTED,2024-01-27T16:02:35.365Z
5930,10993,TX20240820507594,TRF_FEE,10,MRU,10024,PLATFORM,COLLECTED,2024-08-20T12:10:19.934Z
5931,10997,TX20241217930121,TRF_FEE,50,MRU,7871,PLATFORM,COLLECTED,2024-12-17T16:58:58.591Z
5932,10998,TX20241125979820,TRF_FEE,25,MRU,108,PLATFORM,COLLECTED,2024-11-25T11:01:07.014Z
5933,10999,TX20240605930670,WIT_FEE,50,MRU,9063,PLATFORM,COLLECTED,2024-06-05T10:29:29.319Z
5934,11001,TX20240603422555,TRF_FEE,50,MRU,6444,PLATFORM,COLLECTED,2024-06-03T18:20:56.522Z
5935,11005,TX20240601236631,WIT_FEE,50,MRU,1192,PLATFORM,COLLECTED,2024-06-01T19:19:39.445Z
5936,11006,TX20241109083406,PAY_FEE,300,MRU,4847,MERCHANT,COLLECTED,2024-11-09T10:22:21.144Z
5937,11007,TX20241121868244,WIT_FEE,50,MRU,133,PLATFORM,COLLECTED,2024-11-21T14:48:23.726Z
5938,11008,TX20240619787429,TRF_FEE,25,MRU,6027,PLATFORM,COLLECTED,2024-06-19T08:07:00.984Z
5939,11011,TX20240418728664,PAY_FEE,41,MRU,10911,MERCHANT,COLLECTED,2024-04-18T14:30:06.800Z
5940,11013,TX20240917754029,BIL_FEE,100,MRU,6416,PLATFORM,COLLECTED,2024-09-17T08:09:29.321Z
5941,11016,TX20240121070063,TRF_FEE,25,MRU,5207,PLATFORM,COLLECTED,2024-01-21T13:45:11.877Z
5942,11018,TX20240306566240,TRF_FEE,25,MRU,7497,PLATFORM,COLLECTED,2024-03-06T10:26:51.793Z
5943,11019,TX20240225318134,TRF_FEE,25,MRU,634,PLATFORM,COLLECTED,2024-02-25T04:54:06.510Z
5944,11023,TX20240118850335,TRF_FEE,25,MRU,2282,PLATFORM,COLLECTED,2024-01-18T19:22:55.445Z
5945,11024,TX20241211453004,WIT_FEE,300,MRU,270,PLATFORM,COLLECTED,2024-12-11T11:58:35.087Z
5946,11025,TX20240107383016,PAY_FEE,53,MRU,4185,MERCHANT,COLLECTED,2024-01-07T10:55:11.009Z
5947,11029,TX20240519186356,TRF_FEE,25,MRU,2133,PLATFORM,COLLECTED,2024-05-19T21:19:40.623Z
5948,11030,TX20240517738399,PAY_FEE,71,MRU,2249,MERCHANT,COLLECTED,2024-05-17T07:34:05.387Z
5949,11031,TX20240420311944,SAL_FEE,1830,MRU,1483,PLATFORM,COLLECTED,2024-04-20T16:29:05.985Z
5950,11032,TX20240825247178,BIL_FEE,100,MRU,4393,PLATFORM,COLLECTED,2024-08-25T11:59:49.072Z
5951,11034,TX20240309326698,TRF_FEE,50,MRU,7883,PLATFORM,COLLECTED,2024-03-09T13:09:53.260Z
5952,11035,TX20240810249827,SAL_FEE,1425,MRU,10607,PLATFORM,COLLECTED,2024-08-10T09:37:50.754Z
5953,11036,TX20241214366990,TRF_FEE,50,MRU,14,PLATFORM,COLLECTED,2024-12-14T09:37:53.349Z
5954,11038,TX20241111321406,TRF_FEE,10,MRU,10720,PLATFORM,COLLECTED,2024-11-11T10:28:21.445Z
5955,11042,TX20240111764308,PAY_FEE,60,MRU,9046,MERCHANT,COLLECTED,2024-01-11T16:12:59.510Z
5956,11043,TX20240818807001,PAY_FEE,35,MRU,4180,MERCHANT,COLLECTED,2024-08-18T13:34:03.184Z
5957,11044,TX20240619238865,TRF_FEE,10,MRU,4824,PLATFORM,COLLECTED,2024-06-19T14:09:31.601Z
5958,11045,TX20240708537108,PAY_FEE,6,MRU,7124,MERCHANT,COLLECTED,2024-07-08T12:24:39.326Z
5959,11049,TX20241206235912,WIT_FEE,50,MRU,5463,PLATFORM,COLLECTED,2024-12-06T08:57:34.749Z
5960,11050,TX20240130481240,TRF_FEE,50,MRU,829,PLATFORM,COLLECTED,2024-01-30T20:25:23.857Z
5961,11054,TX20240725474923,TRF_FEE,50,MRU,4138,PLATFORM,COLLECTED,2024-07-25T06:41:25.584Z
5962,11057,TX20240904593553,TRF_FEE,50,MRU,269,PLATFORM,COLLECTED,2024-09-04T17:56:44.070Z
5963,11058,TX20240811010849,TRF_FEE,50,MRU,10585,PLATFORM,COLLECTED,2024-08-11T11:51:45.201Z
5964,11059,TX20240516944541,WIT_FEE,50,MRU,9596,PLATFORM,COLLECTED,2024-05-16T13:19:13.974Z
5965,11060,TX20240415776092,TRF_FEE,25,MRU,5324,PLATFORM,COLLECTED,2024-04-15T01:55:56.712Z
5966,11063,TX20240122202994,TRF_FEE,10,MRU,95,PLATFORM,COLLECTED,2024-01-22T08:11:19.617Z
5967,11064,TX20241014124259,PAY_FEE,9,MRU,5595,MERCHANT,COLLECTED,2024-10-14T09:33:04.867Z
5968,11066,TX20240420585908,TRF_FEE,25,MRU,1782,PLATFORM,COLLECTED,2024-04-20T09:23:38.217Z
5969,11067,TX20240702584617,WIT_FEE,50,MRU,617,PLATFORM,COLLECTED,2024-07-02T18:18:42.769Z
5970,11068,TX20240219565206,PAY_FEE,45,MRU,6647,MERCHANT,COLLECTED,2024-02-19T14:31:26.213Z
5971,11071,TX20240702658569,TRF_FEE,25,MRU,1874,PLATFORM,COLLECTED,2024-07-02T18:14:12.450Z
5972,11072,TX20240626809505,TRF_FEE,50,MRU,10465,PLATFORM,COLLECTED,2024-06-26T07:51:17.382Z
5973,11073,TX20241114783098,TRF_FEE,25,MRU,9747,PLATFORM,COLLECTED,2024-11-14T18:25:29.311Z
5974,11074,TX20241127649523,PAY_FEE,195,MRU,344,MERCHANT,COLLECTED,2024-11-27T10:33:44.989Z
5975,11075,TX20240930844579,TRF_FEE,25,MRU,2334,PLATFORM,COLLECTED,2024-09-30T04:54:11.556Z
5976,11077,TX20241205397054,WIT_FEE,50,MRU,172,PLATFORM,COLLECTED,2024-12-05T09:00:44.927Z
5977,11081,TX20241110292596,TRF_FEE,25,MRU,1771,PLATFORM,COLLECTED,2024-11-10T09:45:59.078Z
5978,11082,TX20240302234872,WIT_FEE,50,MRU,3698,PLATFORM,COLLECTED,2024-03-02T12:13:06.688Z
5979,11087,TX20240225472887,WIT_FEE,50,MRU,2266,PLATFORM,COLLECTED,2024-02-25T17:16:52.301Z
5980,11090,TX20241104034495,TRF_FEE,50,MRU,1858,PLATFORM,COLLECTED,2024-11-04T10:24:43.800Z
5981,11092,TX20240713011940,WIT_FEE,57,MRU,7652,PLATFORM,COLLECTED,2024-07-13T08:50:25.275Z
5982,11095,TX20241224535736,BIL_FEE,100,MRU,970,PLATFORM,COLLECTED,2024-12-24T17:59:16.270Z
5983,11096,TX20240528415890,WIT_FEE,50,MRU,4886,PLATFORM,COLLECTED,2024-05-28T06:56:44.233Z
5984,11099,TX20240116631625,SAL_FEE,1765,MRU,4503,PLATFORM,COLLECTED,2024-01-16T13:10:48.718Z
5985,11103,TX20241128591853,PAY_FEE,27,MRU,2170,MERCHANT,COLLECTED,2024-11-28T05:47:32.997Z
5986,11104,TX20240615293270,PAY_FEE,72,MRU,169,MERCHANT,COLLECTED,2024-06-15T08:14:14.759Z
5987,11106,TX20240408741876,TRF_FEE,10,MRU,1205,PLATFORM,COLLECTED,2024-04-08T14:13:37.794Z
5988,11107,TX20240607714348,SAL_FEE,1250,MRU,5042,PLATFORM,COLLECTED,2024-06-07T14:17:48.590Z
5989,11108,TX20241007565578,TRF_FEE,25,MRU,839,PLATFORM,COLLECTED,2024-10-07T17:08:13.207Z
5990,11110,TX20241013371215,TRF_FEE,25,MRU,1750,PLATFORM,COLLECTED,2024-10-13T16:49:48.472Z
5991,11113,TX20240828736780,WIT_FEE,97,MRU,9190,PLATFORM,COLLECTED,2024-08-28T09:59:01.127Z
5992,11114,TX20241103434126,TRF_FEE,50,MRU,1329,PLATFORM,COLLECTED,2024-11-03T07:57:43.436Z
5993,11117,TX20240607661083,TRF_FEE,25,MRU,458,PLATFORM,COLLECTED,2024-06-07T12:21:20.693Z
5994,11118,TX20240205486258,TRF_FEE,25,MRU,564,PLATFORM,COLLECTED,2024-02-05T09:13:15.212Z
5995,11119,TX20240411165568,SAL_FEE,2220,MRU,4255,PLATFORM,COLLECTED,2024-04-11T16:30:31.797Z
5996,11120,TX20240227677167,WIT_FEE,50,MRU,6327,PLATFORM,COLLECTED,2024-02-27T14:16:29.989Z
5997,11125,TX20240715120897,WIT_FEE,200,MRU,5868,PLATFORM,COLLECTED,2024-07-15T15:41:03.063Z
5998,11126,TX20240911405026,TRF_FEE,50,MRU,8620,PLATFORM,COLLECTED,2024-09-11T10:50:07.368Z
5999,11131,TX20240115788430,SAL_FEE,1700,MRU,5908,PLATFORM,COLLECTED,2024-01-15T09:36:03.529Z
6000,11132,TX20241113879535,PAY_FEE,56,MRU,4259,MERCHANT,COLLECTED,2024-11-13T07:19:20.649Z
6001,11133,TX20240127497435,TRF_FEE,25,MRU,2482,PLATFORM,COLLECTED,2024-01-27T20:49:40.489Z
6002,11135,TX20240116987615,TRF_FEE,25,MRU,563,PLATFORM,COLLECTED,2024-01-16T19:41:01.075Z
6003,11141,TX20240913213228,WIT_FEE,50,MRU,1195,PLATFORM,COLLECTED,2024-09-13T07:07:20.332Z
6004,11142,TX20240405684113,WIT_FEE,50,MRU,1361,PLATFORM,COLLECTED,2024-04-05T11:58:59.972Z
6005,11143,TX20240514141008,PAY_FEE,14,MRU,10351,MERCHANT,COLLECTED,2024-05-14T18:43:08.935Z
6006,11145,TX20240217823891,TRF_FEE,25,MRU,3252,PLATFORM,COLLECTED,2024-02-17T08:09:21.861Z
6007,11151,TX20240713655697,PAY_FEE,20,MRU,9963,MERCHANT,COLLECTED,2024-07-13T13:05:49.574Z
6008,11153,TX20241121310604,TRF_FEE,25,MRU,8779,PLATFORM,COLLECTED,2024-11-21T05:36:02.308Z
6009,11154,TX20240211849191,TRF_FEE,25,MRU,1714,PLATFORM,COLLECTED,2024-02-11T18:57:11.030Z
6010,11155,TX20240104412800,TRF_FEE,50,MRU,3115,PLATFORM,COLLECTED,2024-01-04T03:12:23.441Z
6011,11157,TX20240502916003,TRF_FEE,50,MRU,6400,PLATFORM,COLLECTED,2024-05-02T16:59:27.270Z
6012,11158,TX20240731398940,PAY_FEE,41,MRU,8470,MERCHANT,COLLECTED,2024-07-31T13:36:06.454Z
6013,11159,TX20240518045844,TRF_FEE,50,MRU,9501,PLATFORM,COLLECTED,2024-05-18T06:06:10.672Z
6014,11160,TX20240708087207,WIT_FEE,50,MRU,3886,PLATFORM,COLLECTED,2024-07-08T14:39:07.663Z
6015,11162,TX20240913917256,WIT_FEE,50,MRU,10258,PLATFORM,COLLECTED,2024-09-13T12:01:55.200Z
6016,11163,TX20240417018193,TRF_FEE,50,MRU,9322,PLATFORM,COLLECTED,2024-04-17T06:49:53.026Z
6017,11164,TX20240227144417,TRF_FEE,50,MRU,9199,PLATFORM,COLLECTED,2024-02-27T17:43:31.078Z
6018,11166,TX20240907680824,PAY_FEE,32,MRU,9458,MERCHANT,COLLECTED,2024-09-07T10:03:24.712Z
6019,11167,TX20240229817570,TRF_FEE,25,MRU,3979,PLATFORM,COLLECTED,2024-02-29T07:42:28.634Z
6020,11168,TX20240319102610,SAL_FEE,950,MRU,7547,PLATFORM,COLLECTED,2024-03-19T13:03:09.930Z
6021,11171,TX20240518403239,TRF_FEE,25,MRU,6172,PLATFORM,COLLECTED,2024-05-18T08:31:21.479Z
6022,11173,TX20240204538669,PAY_FEE,6,MRU,9383,MERCHANT,COLLECTED,2024-02-04T16:18:19.153Z
6023,11174,TX20240909095055,TRF_FEE,25,MRU,3468,PLATFORM,COLLECTED,2024-09-08T22:36:07.380Z
6024,11178,TX20240328210740,PAY_FEE,10,MRU,5447,MERCHANT,COLLECTED,2024-03-28T10:41:10.032Z
6025,11179,TX20240626047009,WIT_FEE,50,MRU,5411,PLATFORM,COLLECTED,2024-06-26T14:08:13.711Z
6026,11180,TX20240127819352,TRF_FEE,25,MRU,7083,PLATFORM,COLLECTED,2024-01-27T08:59:29.266Z
