id,reference,transaction_type,amount,fee,total_amount,currency,source_account_id,source_user_id,destination_account_id,destination_user_id,merchant_id,agency_id,status,failure_reason,source_node,processing_node,source_datacenter,processing_datacenter,is_cross_dc,transaction_date,transaction_time,created_at,completed_at
49233,TX20240221760024,WIT,10000,100,10100,MRU,269,252,,,,95,SUCCESS,,NKC-NODE-3,NDB-NODE-2,DC-NKC-SECONDARY,DC-NDB,true,2024-02-21,12:23:44,2024-02-21T11:23:44.593Z,2024-02-21T11:23:49.591Z
49431,TX20240221825347,WIT,10000,100,10100,MRU,269,252,,,,95,SUCCESS,,NDB-NODE-1,NKC-NODE-1,DC-NDB,DC-NKC-PRIMARY,true,2024-02-21,12:23:44,2024-02-21T11:23:44.593Z,2024-02-21T11:23:46.624Z
74371,TX20240221312728,WIT,10000,100,10100,MRU,269,252,,,,95,SUCCESS,,NKC-NODE-1,NDB-NODE-1,DC-NKC-PRIMARY,DC-NDB,true,2024-02-21,12:23:44,2024-02-21T11:23:44.593Z,2024-02-21T11:23:46.169Z
74560,TX20240221460692,WIT,10000,100,10100,MRU,269,252,,,,95,SUCCESS,,NDB-NODE-2,NKC-NODE-3,DC-NDB,DC-NKC-SECONDARY,true,2024-02-21,12:23:44,2024-02-21T11:23:44.593Z,2024-02-21T11:23:47.190Z
77017,TX20240221143508,WIT,10000,100,10100,MRU,269,252,,,,95,SUCCESS,,NKC-NODE-2,NKC-NODE-3,DC-NKC-PRIMARY,DC-NKC-SECONDARY,true,2024-02-21,12:23:44,2024-02-21T11:23:44.593Z,2024-02-21T11:23:48.425Z
88602,TX20240221031341,WIT,10000,100,10100,MRU,269,252,,,,95,SUCCESS,,NKC-NODE-2,NDB-NODE-2,DC-NKC-PRIMARY,DC-NDB,true,2024-02-21,12:23:44,2024-02-21T11:23:44.593Z,2024-02-21T11:23:48.508Z
96151,TX20240221934603,WIT,10000,100,10100,MRU,269,252,,,,95,SUCCESS,,NDB-NODE-2,NDB-NODE-2,DC-NDB,DC-NDB,false,2024-02-21,12:23:44,2024-02-21T11:23:44.593Z,2024-02-21T11:23:45.774Z
99788,TX20240221388677,WIT,10000,100,10100,MRU,269,252,,,,95,SUCCESS,,NKC-NODE-2,NDB-NODE-1,DC-NKC-PRIMARY,DC-NDB,true,2024-02-21,12:23:44,2024-02-21T11:23:44.593Z,2024-02-21T11:23:49.462Z
13614,TX20240221012333,BIL,46000,100,46100,MRU,7712,7013,,,,,FAILED,INSUFFICIENT_BALANCE,NKC-NODE-2,NKC-NODE-3,DC-NKC-PRIMARY,DC-NKC-SECONDARY,true,2024-02-21,12:29:53,2024-02-21T11:29:53.833Z,2024-02-21T11:29:53.833Z
33489,TX20240221403575,BIL,46000,100,46100,MRU,7712,7013,,,,,FAILED,INSUFFICIENT_BALANCE,NKC-NODE-3,NKC-NODE-3,DC-NKC-SECONDARY,DC-NKC-SECONDARY,false,2024-02-21,12:29:53,2024-02-21T11:29:53.833Z,2024-02-21T11:29:53.833Z
34301,TX20240221771159,BIL,46000,100,46100,MRU,7712,7013,,,,,FAILED,INSUFFICIENT_BALANCE,NDB-NODE-2,NDB-NODE-2,DC-NDB,DC-NDB,false,2024-02-21,12:29:53,2024-02-21T11:29:53.833Z,2024-02-21T11:29:53.833Z
56650,TX20240221983313,BIL,46000,100,46100,MRU,7712,7013,,,,,FAILED,INSUFFICIENT_BALANCE,NDB-NODE-2,NDB-NODE-2,DC-NDB,DC-NDB,false,2024-02-21,12:29:53,2024-02-21T11:29:53.833Z,2024-02-21T11:29:53.833Z
57625,TX20240221512822,BIL,46000,100,46100,MRU,7712,7013,,,,,FAILED,INSUFFICIENT_BALANCE,NKC-NODE-1,NKC-NODE-1,DC-NKC-PRIMARY,DC-NKC-PRIMARY,false,2024-02-21,12:29:53,2024-02-21T11:29:53.833Z,2024-02-21T11:29:53.833Z
74695,TX20240221100945,BIL,46000,100,46100,MRU,7712,7013,,,,,FAILED,INSUFFICIENT_BALANCE,NKC-NODE-3,NKC-NODE-1,DC-NKC-SECONDARY,DC-NKC-PRIMARY,true,2024-02-21,12:29:53,2024-02-21T11:29:53.833Z,2024-02-21T11:29:53.833Z
75829,TX20240221958724,BIL,46000,100,46100,MRU,7712,7013,,,,,FAILED,INSUFFICIENT_BALANCE,NKC-NODE-1,NKC-NODE-1,DC-NKC-PRIMARY,DC-NKC-PRIMARY,false,2024-02-21,12:29:53,2024-02-21T11:29:53.833Z,2024-02-21T11:29:53.833Z
79414,TX20240221110120,BIL,46000,100,46100,MRU,7712,7013,,,,,FAILED,INSUFFICIENT_BALANCE,NKC-NODE-1,NDB-NODE-2,DC-NKC-PRIMARY,DC-NDB,true,2024-02-21,12:29:53,2024-02-21T11:29:53.833Z,2024-02-21T11:29:53.833Z
15982,TX20240221789282,SAL,229000,1145,230145,MRU,8337,7580,,,,,SUCCESS,,NKC-NODE-1,NDB-NODE-1,DC-NKC-PRIMARY,DC-NDB,true,2024-02-21,12:40:10,2024-02-21T11:40:10.423Z,2024-02-21T11:40:10.206Z
22661,TX20240221760146,SAL,229000,1145,230145,MRU,8337,7580,,,,,SUCCESS,,NKC-NODE-1,NKC-NODE-3,DC-NKC-PRIMARY,DC-NKC-SECONDARY,true,2024-02-21,12:40:10,2024-02-21T11:40:10.423Z,2024-02-21T11:40:12.418Z
23904,TX20240221177616,SAL,229000,1145,230145,MRU,8337,7580,,,,,SUCCESS,,NDB-NODE-1,NDB-NODE-1,DC-NDB,DC-NDB,false,2024-02-21,12:40:10,2024-02-21T11:40:10.423Z,2024-02-21T11:40:12.066Z
36386,TX20240221597371,SAL,229000,1145,230145,MRU,8337,7580,,,,,SUCCESS,,NKC-NODE-3,NDB-NODE-2,DC-NKC-SECONDARY,DC-NDB,true,2024-02-21,12:40:10,2024-02-21T11:40:10.423Z,2024-02-21T11:40:12.744Z
38007,TX20240221280461,SAL,229000,1145,230145,MRU,8337,7580,,,,,SUCCESS,,NDB-NODE-1,NDB-NODE-2,DC-NDB,DC-NDB,false,2024-02-21,12:40:10,2024-02-21T11:40:10.423Z,2024-02-21T11:40:11.473Z
44047,TX20240221443095,SAL,229000,1145,230145,MRU,8337,7580,,,,,SUCCESS,,NDB-NODE-2,NKC-NODE-2,DC-NDB,DC-NKC-PRIMARY,true,2024-02-21,12:40:10,2024-02-21T11:40:10.423Z,2024-02-21T11:40:15.032Z
52188,TX20240221696749,SAL,229000,1145,230145,MRU,8337,7580,,,,,SUCCESS,,NDB-NODE-2,NKC-NODE-3,DC-NDB,DC-NKC-SECONDARY,true,2024-02-21,12:40:10,2024-02-21T11:40:10.423Z,2024-02-21T11:40:12.637Z
53763,TX20240221120670,SAL,229000,1145,230145,MRU,8337,7580,,,,,SUCCESS,,NKC-NODE-3,NKC-NODE-3,DC-NKC-SECONDARY,DC-NKC-SECONDARY,false,2024-02-21,12:40:10,2024-02-21T11:40:10.423Z,2024-02-21T11:40:12.264Z
85627,TX20240221747260,SAL,229000,1145,230145,MRU,8337,7580,,,,,SUCCESS,,NKC-NODE-1,NDB-NODE-2,DC-NKC-PRIMARY,DC-NDB,true,2024-02-21,12:40:10,2024-02-21T11:40:10.423Z,2024-02-21T11:40:09.974Z
92114,TX20240221999565,SAL,229000,1145,230145,MRU,8337,7580,,,,,SUCCESS,,NKC-NODE-3,NDB-NODE-1,DC-NKC-SECONDARY,DC-NDB,true,2024-02-21,12:40:10,2024-02-21T11:40:10.423Z,2024-02-21T11:40:12.556Z
94684,TX20240221466084,SAL,229000,1145,230145,MRU,8337,7580,,,,,SUCCESS,,NKC-NODE-1,NKC-NODE-1,DC-NKC-PRIMARY,DC-NKC-PRIMARY,false,2024-02-21,12:40:10,2024-02-21T11:40:10.423Z,2024-02-21T11:40:12.700Z
8957,TX20240221093688,PAY,5000,75,5075,MRU,2087,1909,,,277,,SUCCESS,,NKC-NODE-2,NDB-NODE-2,DC-NKC-PRIMARY,DC-NDB,true,2024-02-21,12:44:01,2024-02-21T11:44:01.908Z,2024-02-21T11:44:04.466Z
9169,TX20240221345547,PAY,5000,75,5075,MRU,2087,1909,,,277,,SUCCESS,,NKC-NODE-3,NDB-NODE-1,DC-NKC-SECONDARY,DC-NDB,true,2024-02-21,12:44:01,2024-02-21T11:44:01.908Z,2024-02-21T11:44:05.591Z
17177,TX20240221872283,PAY,5000,75,5075,MRU,2087,1909,,,277,,SUCCESS,,NKC-NODE-1,NKC-NODE-1,DC-NKC-PRIMARY,DC-NKC-PRIMARY,false,2024-02-21,12:44:01,2024-02-21T11:44:01.908Z,2024-02-21T11:44:02.940Z
21353,TX20240221844579,PAY,5000,75,5075,MRU,2087,1909,,,277,,SUCCESS,,NKC-NODE-2,NDB-NODE-1,DC-NKC-PRIMARY,DC-NDB,true,2024-02-21,12:44:01,2024-02-21T11:44:01.908Z,2024-02-21T11:44:06.432Z
28371,TX20240221876575,PAY,5000,75,5075,MRU,2087,1909,,,277,,SUCCESS,,NDB-NODE-2,NDB-NODE-1,DC-NDB,DC-NDB,false,2024-02-21,12:44:01,2024-02-21T11:44:01.908Z,2024-02-21T11:44:06.552Z
29601,TX20240221505716,PAY,5000,75,5075,MRU,2087,1909,,,277,,SUCCESS,,NDB-NODE-2,NDB-NODE-1,DC-NDB,DC-NDB,false,2024-02-21,12:44:01,2024-02-21T11:44:01.908Z,2024-02-21T11:44:04.874Z
30421,TX20240221016639,PAY,5000,75,5075,MRU,2087,1909,,,277,,SUCCESS,,NDB-NODE-2,NDB-NODE-1,DC-NDB,DC-NDB,false,2024-02-21,12:44:01,2024-02-21T11:44:01.908Z,2024-02-21T11:44:02.822Z
