id,transaction_id,transaction_reference,fee_type,amount,currency,payer_account_id,collector,status,created_at
17740,35671,TX20240622542766,TRF_FEE,50,MRU,464,PLATFORM,COLLECTED,2024-06-22T14:42:53.683Z
17741,35673,TX20240309992501,TRF_FEE,10,MRU,3714,PLATFORM,COLLECTED,2024-03-09T09:09:26.139Z
17742,35674,TX20241003404078,TRF_FEE,25,MRU,2519,PLATFORM,COLLECTED,2024-10-03T15:46:06.444Z
17743,35676,TX20240810678203,SAL_FEE,1425,MRU,10607,PLATFORM,COLLECTED,2024-08-10T09:37:50.754Z
17744,35677,TX20240815045278,WIT_FEE,500,MRU,503,PLATFORM,COLLECTED,2024-08-15T17:20:00.213Z
17745,35679,TX20241221350294,TRF_FEE,25,MRU,3102,PLATFORM,COLLECTED,2024-12-21T09:35:35.459Z
17746,35682,TX20240416872279,TRF_FEE,25,MRU,8294,PLATFORM,COLLECTED,2024-04-16T13:23:23.431Z
17747,35683,TX20240731439926,WIT_FEE,50,MRU,9773,PLATFORM,COLLECTED,2024-07-31T19:11:44.294Z
17748,35685,TX20240129096197,TRF_FEE,25,MRU,8304,PLATFORM,COLLECTED,2024-01-29T15:06:43.467Z
17749,35687,TX20240130029104,WIT_FEE,50,MRU,9209,PLATFORM,COLLECTED,2024-01-30T09:09:49.104Z
17750,35688,TX20240405010950,PAY_FEE,20,MRU,8129,MERCHANT,COLLECTED,2024-04-05T13:05:57.324Z
17751,35689,TX20240210809810,PAY_FEE,45,MRU,1329,MERCHANT,COLLECTED,2024-02-10T10:45:14.733Z
17752,35690,TX20241221337851,WIT_FEE,50,MRU,10641,PLATFORM,COLLECTED,2024-12-21T17:14:20.565Z
17753,35691,TX20240224268997,TRF_FEE,25,MRU,8636,PLATFORM,COLLECTED,2024-02-24T17:26:37.171Z
17754,35697,TX20240215272391,TRF_FEE,50,MRU,9985,PLATFORM,COLLECTED,2024-02-15T02:04:27.553Z
17755,35699,TX20241126374993,PAY_FEE,150,MRU,108,MERCHANT,COLLECTED,2024-11-26T10:35:24.218Z
17756,35700,TX20240517928380,WIT_FEE,50,MRU,9397,PLATFORM,COLLECTED,2024-05-17T13:10:10.621Z
17757,35702,TX20240422514322,TRF_FEE,50,MRU,6035,PLATFORM,COLLECTED,2024-04-21T22:04:28.015Z
17758,35704,TX20241213418082,TRF_FEE,10,MRU,8679,PLATFORM,COLLECTED,2024-12-13T15:01:52.853Z
17759,35705,TX20241208106006,TRF_FEE,25,MRU,1749,PLATFORM,COLLECTED,2024-12-08T06:08:50.602Z
17760,35709,TX20241009730086,TRF_FEE,10,MRU,3765,PLATFORM,COLLECTED,2024-10-09T18:51:19.280Z
17761,35710,TX20240421133620,WIT_FEE,50,MRU,10807,PLATFORM,COLLECTED,2024-04-21T06:28:25.097Z
17762,35712,TX20240210684333,TRF_FEE,25,MRU,6948,PLATFORM,COLLECTED,2024-02-10T11:33:53.070Z
17763,35713,TX20241212922868,TRF_FEE,25,MRU,5371,PLATFORM,COLLECTED,2024-12-12T11:23:20.413Z
17764,35718,TX20240701136967,TRF_FEE,25,MRU,4934,PLATFORM,COLLECTED,2024-07-01T14:00:17.469Z
17765,35719,TX20240809468607,TRF_FEE,50,MRU,6200,PLATFORM,COLLECTED,2024-08-09T16:37:12.688Z
17766,35720,TX20240715315124,TRF_FEE,25,MRU,4350,PLATFORM,COLLECTED,2024-07-15T13:46:51.671Z
17767,35721,TX20240221269681,TRF_FEE,50,MRU,6428,PLATFORM,COLLECTED,2024-02-21T20:10:27.273Z
17768,35724,TX20240507048832,TRF_FEE,25,MRU,2326,PLATFORM,COLLECTED,2024-05-07T16:59:34.421Z
17769,35725,TX20240805002490,TRF_FEE,50,MRU,7092,PLATFORM,COLLECTED,2024-08-05T14:02:00.040Z
17770,35726,TX20240420152872,TRF_FEE,50,MRU,421,PLATFORM,COLLECTED,2024-04-20T10:01:12.791Z
17771,35731,TX20240106202637,TRF_FEE,10,MRU,136,PLATFORM,COLLECTED,2024-01-06T06:48:43.079Z
17772,35732,TX20241016388794,PAY_FEE,32,MRU,10619,MERCHANT,COLLECTED,2024-10-16T19:59:49.888Z
17773,35734,TX20240510368911,PAY_FEE,41,MRU,2973,MERCHANT,COLLECTED,2024-05-10T17:58:50.988Z
17774,35736,TX20240105816824,PAY_FEE,30,MRU,8390,MERCHANT,COLLECTED,2024-01-05T16:27:36.716Z
17775,35737,TX20240806105968,WIT_FEE,50,MRU,6624,PLATFORM,COLLECTED,2024-08-06T08:03:00.206Z
17776,35739,TX20240226935626,PAY_FEE,20,MRU,3006,MERCHANT,COLLECTED,2024-02-26T14:01:25.032Z
17777,35740,TX20240914120920,PAY_FEE,42,MRU,7699,MERCHANT,COLLECTED,2024-09-14T08:06:27.850Z
17778,35742,TX20240423693952,TRF_FEE,10,MRU,7827,PLATFORM,COLLECTED,2024-04-23T09:05:03.903Z
17779,35743,TX20240217332901,TRF_FEE,50,MRU,2687,PLATFORM,COLLECTED,2024-02-17T19:04:00.615Z
17780,35744,TX20240531190406,PAY_FEE,11,MRU,9920,MERCHANT,COLLECTED,2024-05-31T07:08:59.637Z
17781,35746,TX20240105823065,TRF_FEE,50,MRU,207,PLATFORM,COLLECTED,2024-01-05T09:59:56.163Z
17782,35748,TX20240617384611,TRF_FEE,10,MRU,3464,PLATFORM,COLLECTED,2024-06-17T09:29:28.279Z
17783,35749,TX20240627141156,TRF_FEE,25,MRU,2465,PLATFORM,COLLECTED,2024-06-27T08:43:32.301Z
17784,35751,TX20240825316942,WIT_FEE,110,MRU,5147,PLATFORM,COLLECTED,2024-08-25T18:52:00.682Z
17785,35754,TX20240418123898,PAY_FEE,60,MRU,4850,MERCHANT,COLLECTED,2024-04-18T16:50:15.031Z
17786,35756,TX20240320912574,WIT_FEE,50,MRU,9458,PLATFORM,COLLECTED,2024-03-20T09:21:09.717Z
17787,35761,TX20240213099870,TRF_FEE,50,MRU,5786,PLATFORM,COLLECTED,2024-02-13T17:06:27.488Z
17788,35764,TX20241026663286,TRF_FEE,25,MRU,10591,PLATFORM,COLLECTED,2024-10-26T08:34:24.202Z
17789,35765,TX20240114510487,TRF_FEE,50,MRU,5911,PLATFORM,COLLECTED,2024-01-14T13:39:37.528Z
17790,35767,TX20240530651164,TRF_FEE,10,MRU,10605,PLATFORM,COLLECTED,2024-05-30T15:09:18.908Z
17791,35769,TX20240215144194,WIT_FEE,100,MRU,6415,PLATFORM,COLLECTED,2024-02-15T15:23:25.327Z
17792,35771,TX20240326058585,BIL_FEE,100,MRU,4492,PLATFORM,COLLECTED,2024-03-26T08:34:11.439Z
17793,35773,TX20240613126582,WIT_FEE,50,MRU,7002,PLATFORM,COLLECTED,2024-06-13T12:44:17.467Z
17794,35776,TX20240923027338,WIT_FEE,50,MRU,6714,PLATFORM,COLLECTED,2024-09-23T10:56:55.590Z
17795,35778,TX20240418125077,WIT_FEE,350,MRU,1417,PLATFORM,COLLECTED,2024-04-18T07:21:23.191Z
17796,35780,TX20240711935273,TRF_FEE,25,MRU,1626,PLATFORM,COLLECTED,2024-07-11T05:44:20.175Z
17797,35782,TX20241215861082,PAY_FEE,53,MRU,2127,MERCHANT,COLLECTED,2024-12-15T09:08:03.563Z
17798,35784,TX20240819552469,PAY_FEE,21,MRU,4856,MERCHANT,COLLECTED,2024-08-19T05:11:24.401Z
17799,35785,TX20240731567311,PAY_FEE,71,MRU,10857,MERCHANT,COLLECTED,2024-07-31T07:07:17.404Z
17800,35788,TX20240603655697,TRF_FEE,50,MRU,9122,PLATFORM,COLLECTED,2024-06-03T14:31:33.088Z
17801,35793,TX20240202497784,BIL_FEE,100,MRU,4489,PLATFORM,COLLECTED,2024-02-02T21:08:34.381Z
17802,35796,TX20240117945306,PAY_FEE,51,MRU,2144,MERCHANT,COLLECTED,2024-01-17T06:17:54.942Z
17803,35800,TX20240812952874,PAY_FEE,56,MRU,10340,MERCHANT,COLLECTED,2024-08-12T08:01:20.008Z
17804,35801,TX20240928124213,PAY_FEE,39,MRU,478,MERCHANT,COLLECTED,2024-09-28T07:12:15.589Z
17805,35802,TX20240208642960,PAY_FEE,44,MRU,9755,MERCHANT,COLLECTED,2024-02-08T08:25:57.179Z
