id,reference,transaction_type,amount,fee,total_amount,currency,source_account_id,source_user_id,destination_account_id,destination_user_id,merchant_id,agency_id,status,failure_reason,source_node,processing_node,source_datacenter,processing_datacenter,is_cross_dc,transaction_date,transaction_time,created_at,completed_at
8739,TX20240602772675,TRF,4300,25,4325,MRU,9880,8965,3484,3181,,,FAILED,INSUFFICIENT_BALANCE,NKC-NODE-3,NDB-NODE-1,DC-NKC-SECONDARY,DC-NDB,true,2024-06-02,14:58:54,2024-06-02T12:58:54.378Z,2024-06-02T12:58:54.378Z
43779,TX20240602930573,TRF,4300,25,4325,MRU,9880,8965,3484,3181,,,FAILED,INSUFFICIENT_BALANCE,NDB-NODE-2,NKC-NODE-1,DC-NDB,DC-NKC-PRIMARY,true,2024-06-02,14:58:54,2024-06-02T12:58:54.378Z,2024-06-02T12:58:54.378Z
61889,TX20240602850626,TRF,4300,25,4325,MRU,9880,8965,3484,3181,,,FAILED,INSUFFICIENT_BALANCE,NKC-NODE-3,NKC-NODE-2,DC-NKC-SECONDARY,DC-NKC-PRIMARY,true,2024-06-02,14:58:54,2024-06-02T12:58:54.378Z,2024-06-02T12:58:54.378Z
64593,TX20240602317311,TRF,4300,25,4325,MRU,9880,8965,3484,3181,,,FAILED,INSUFFICIENT_BALANCE,NDB-NODE-1,NDB-NODE-1,DC-NDB,DC-NDB,false,2024-06-02,14:58:54,2024-06-02T12:58:54.378Z,2024-06-02T12:58:54.378Z
64785,TX20240602280055,TRF,4300,25,4325,MRU,9880,8965,3484,3181,,,FAILED,INSUFFICIENT_BALANCE,NKC-NODE-2,NKC-NODE-2,DC-NKC-PRIMARY,DC-NKC-PRIMARY,false,2024-06-02,14:58:54,2024-06-02T12:58:54.378Z,2024-06-02T12:58:54.378Z
71088,TX20240602339434,TRF,4300,25,4325,MRU,9880,8965,3484,3181,,,FAILED,INSUFFICIENT_BALANCE,NDB-NODE-2,NKC-NODE-2,DC-NDB,DC-NKC-PRIMARY,true,2024-06-02,14:58:54,2024-06-02T12:58:54.378Z,2024-06-02T12:58:53.899Z
72603,TX20240602306141,TRF,4300,25,4325,MRU,9880,8965,3484,3181,,,FAILED,INSUFFICIENT_BALANCE,NDB-NODE-1,NKC-NODE-3,DC-NDB,DC-NKC-SECONDARY,true,2024-06-02,14:58:54,2024-06-02T12:58:54.378Z,2024-06-02T12:58:54.378Z
73737,TX20240602440116,TRF,4300,25,4325,MRU,9880,8965,3484,3181,,,FAILED,INSUFFICIENT_BALANCE,NKC-NODE-2,NDB-NODE-1,DC-NKC-PRIMARY,DC-NDB,true,2024-06-02,14:58:54,2024-06-02T12:58:54.378Z,2024-06-02T12:58:54.378Z
78459,TX20240602578847,TRF,4300,25,4325,MRU,9880,8965,3484,3181,,,FAILED,INSUFFICIENT_BALANCE,NDB-NODE-1,NKC-NODE-2,DC-NDB,DC-NKC-PRIMARY,true,2024-06-02,14:58:54,2024-06-02T12:58:54.378Z,2024-06-02T12:58:54.378Z
243,TX20240602084491,DEP,10000,0,10000,MRU,3215,2930,,,,61,SUCCESS,,NKC-NODE-3,NKC-NODE-1,DC-NKC-SECONDARY,DC-NKC-PRIMARY,true,2024-06-02,16:05:10,2024-06-02T14:05:10.197Z,2024-06-02T14:05:13.744Z
23884,TX20240602967292,DEP,10000,0,10000,MRU,3215,2930,,,,61,SUCCESS,,NKC-NODE-2,NKC-NODE-1,DC-NKC-PRIMARY,DC-NKC-PRIMARY,false,2024-06-02,16:05:10,2024-06-02T14:05:10.197Z,2024-06-02T14:05:11.156Z
24298,TX20240602449946,DEP,10000,0,10000,MRU,3215,2930,,,,61,SUCCESS,,NKC-NODE-2,NKC-NODE-3,DC-NKC-PRIMARY,DC-NKC-SECONDARY,true,2024-06-02,16:05:10,2024-06-02T14:05:10.197Z,2024-06-02T14:05:11.027Z
36569,TX20240602051143,DEP,10000,0,10000,MRU,3215,2930,,,,61,SUCCESS,,NDB-NODE-1,NDB-NODE-2,DC-NDB,DC-NDB,false,2024-06-02,16:05:10,2024-06-02T14:05:10.197Z,2024-06-02T14:05:15.018Z
38998,TX20240602860259,DEP,10000,0,10000,MRU,3215,2930,,,,61,SUCCESS,,NDB-NODE-1,NKC-NODE-3,DC-NDB,DC-NKC-SECONDARY,true,2024-06-02,16:05:10,2024-06-02T14:05:10.197Z,2024-06-02T14:05:12.450Z
