id,reference,transaction_type,amount,fee,total_amount,currency,source_account_id,source_user_id,destination_account_id,destination_user_id,merchant_id,agency_id,status,failure_reason,source_node,processing_node,source_datacenter,processing_datacenter,is_cross_dc,transaction_date,transaction_time,created_at,completed_at
52816,TX20240916821122,WIT,500,50,550,MRU,2611,2389,,,,5,FAILED,INSUFFICIENT_BALANCE,NDB-NODE-1,NKC-NODE-1,DC-NDB,DC-NKC-PRIMARY,true,2024-09-16,13:10:09,2024-09-16T11:10:09.383Z,2024-09-16T11:10:09.383Z
76481,TX20240916594071,WIT,500,50,550,MRU,2611,2389,,,,5,SUCCESS,,NKC-NODE-2,NKC-NODE-1,DC-NKC-PRIMARY,DC-NKC-PRIMARY,false,2024-09-16,13:10:09,2024-09-16T11:10:09.383Z,2024-09-16T11:10:12.737Z
77426,TX20240916898462,WIT,500,50,550,MRU,2611,2389,,,,5,FAILED,INSUFFICIENT_BALANCE,NKC-NODE-3,NKC-NODE-1,DC-NKC-SECONDARY,DC-NKC-PRIMARY,true,2024-09-16,13:10:09,2024-09-16T11:10:09.383Z,2024-09-16T11:10:09.383Z
2608,TX20240916597940,DEP,50000,0,50000,MRU,10004,9080,,,,56,SUCCESS,,NKC-NODE-3,NDB-NODE-1,DC-NKC-SECONDARY,DC-NDB,true,2024-09-16,13:14:16,2024-09-16T11:14:16.416Z,2024-09-16T11:14:19.304Z
13023,TX20240916698855,DEP,50000,0,50000,MRU,10004,9080,,,,56,SUCCESS,,NKC-NODE-1,NDB-NODE-2,DC-NKC-PRIMARY,DC-NDB,true,2024-09-16,13:14:16,2024-09-16T11:14:16.416Z,2024-09-16T11:14:19.311Z
15967,TX20240916143409,DEP,50000,0,50000,MRU,10004,9080,,,,56,SUCCESS,,NKC-NODE-2,NKC-NODE-2,DC-NKC-PRIMARY,DC-NKC-PRIMARY,false,2024-09-16,13:14:16,2024-09-16T11:14:16.416Z,2024-09-16T11:14:19.241Z
23682,TX20240916335671,DEP,50000,0,50000,MRU,10004,9080,,,,56,SUCCESS,,NDB-NODE-2,NKC-NODE-1,DC-NDB,DC-NKC-PRIMARY,true,2024-09-16,13:14:16,2024-09-16T11:14:16.416Z,2024-09-16T11:14:18.539Z
24303,TX20240916636056,DEP,50000,0,50000,MRU,10004,9080,,,,56,SUCCESS,,NKC-NODE-1,NDB-NODE-2,DC-NKC-PRIMARY,DC-NDB,true,2024-09-16,13:14:16,2024-09-16T11:14:16.416Z,2024-09-16T11:14:17.746Z
24715,TX20240916216582,DEP,50000,0,50000,MRU,10004,9080,,,,56,SUCCESS,,NKC-NODE-3,NKC-NODE-2,DC-NKC-SECONDARY,DC-NKC-PRIMARY,true,2024-09-16,13:14:16,2024-09-16T11:14:16.416Z,2024-09-16T11:14:17.291Z
36979,TX20240916497076,DEP,50000,0,50000,MRU,10004,9080,,,,56,SUCCESS,,NDB-NODE-1,NKC-NODE-1,DC-NDB,DC-NKC-PRIMARY,true,2024-09-16,13:14:16,2024-09-16T11:14:16.416Z,2024-09-16T11:14:18.533Z
