id,transaction_id,transaction_reference,fee_type,amount,currency,payer_account_id,collector,status,created_at
35479,82259,TX20240207646310,PAY_FEE,345,MRU,2765,MERCHANT,COLLECTED,2024-02-07T13:05:20.867Z
35480,82263,TX20240809490010,WIT_FEE,50,MRU,10296,PLATFORM,COLLECTED,2024-08-09T15:54:33.041Z
35481,82267,TX20241127398185,SAL_FEE,1680,MRU,4040,PLATFORM,COLLECTED,2024-11-27T13:22:58.682Z
35482,82269,TX20240622262768,TRF_FEE,25,MRU,5428,PLATFORM,COLLECTED,2024-06-22T16:05:38.526Z
35483,82272,TX20240221999439,WIT_FEE,50,MRU,1424,PLATFORM,COLLECTED,2024-02-21T06:33:11.557Z
35484,82280,TX20240107154734,WIT_FEE,340,MRU,7617,PLATFORM,COLLECTED,2024-01-07T08:58:12.998Z
35485,82281,TX20240622217407,WIT_FEE,50,MRU,3910,PLATFORM,COLLECTED,2024-06-22T17:00:41.783Z
35486,82285,TX20240820495061,SAL_FEE,2310,MRU,3300,PLATFORM,COLLECTED,2024-08-20T10:49:02.036Z
35487,82292,TX20240111359287,TRF_FEE,50,MRU,3051,PLATFORM,COLLECTED,2024-01-11T20:50:37.767Z
35488,82293,TX20240120136873,WIT_FEE,50,MRU,10483,PLATFORM,COLLECTED,2024-01-20T18:29:01.645Z
35489,82294,TX20240201504301,WIT_FEE,50,MRU,7952,PLATFORM,COLLECTED,2024-02-01T11:21:15.250Z
35490,82295,TX20241002807966,PAY_FEE,21,MRU,7176,MERCHANT,COLLECTED,2024-10-02T08:41:37.824Z
35491,82297,TX20241127038298,TRF_FEE,25,MRU,9342,PLATFORM,COLLECTED,2024-11-27T09:43:08.822Z
35492,82304,TX20240104761846,TRF_FEE,25,MRU,4789,PLATFORM,COLLECTED,2024-01-04T07:24:28.125Z
35493,82309,TX20240425621545,BIL_FEE,100,MRU,188,PLATFORM,COLLECTED,2024-04-25T06:14:01.681Z
35494,82314,TX20240313850726,TRF_FEE,25,MRU,4847,PLATFORM,COLLECTED,2024-03-13T03:56:42.501Z
35495,82315,TX20240917356267,PAY_FEE,56,MRU,2420,MERCHANT,COLLECTED,2024-09-17T20:08:36.446Z
35496,82320,TX20240827818130,WIT_FEE,50,MRU,9771,PLATFORM,COLLECTED,2024-08-27T15:46:42.209Z
35497,82321,TX20240621582163,TRF_FEE,50,MRU,3083,PLATFORM,COLLECTED,2024-06-21T05:42:44.079Z
35498,82329,TX20240123945769,SAL_FEE,835,MRU,10036,PLATFORM,COLLECTED,2024-01-23T20:59:28.611Z
35499,82331,TX20240530468086,TRF_FEE,50,MRU,6072,PLATFORM,COLLECTED,2024-05-30T16:49:36.500Z
35500,82332,TX20240315592581,WIT_FEE,250,MRU,3072,PLATFORM,COLLECTED,2024-03-15T07:14:10.439Z
35501,82335,TX20240409990492,WIT_FEE,53,MRU,8785,PLATFORM,COLLECTED,2024-04-09T09:59:35.978Z
35502,82336,TX20240427876085,PAY_FEE,23,MRU,10418,MERCHANT,COLLECTED,2024-04-27T14:52:10.922Z
35503,82337,TX20240324508829,TRF_FEE,50,MRU,7669,PLATFORM,COLLECTED,2024-03-24T14:46:28.114Z
35504,82340,TX20240810927468,WIT_FEE,290,MRU,8624,PLATFORM,COLLECTED,2024-08-10T14:15:57.968Z
35505,82342,TX20240127472665,WIT_FEE,100,MRU,9223,PLATFORM,COLLECTED,2024-01-27T13:58:39.589Z
35506,82346,TX20240410907750,WIT_FEE,50,MRU,10615,PLATFORM,COLLECTED,2024-04-10T12:58:00.867Z
35507,82354,TX20240503146331,PAY_FEE,72,MRU,9086,MERCHANT,COLLECTED,2024-05-03T08:00:39.226Z
35508,82358,TX20240301093326,WIT_FEE,50,MRU,2931,PLATFORM,COLLECTED,2024-03-01T06:39:23.682Z
35509,82359,TX20240706189857,TRF_FEE,25,MRU,4127,PLATFORM,COLLECTED,2024-07-06T16:55:39.750Z
35510,82362,TX20240418498668,WIT_FEE,100,MRU,6722,PLATFORM,COLLECTED,2024-04-18T15:23:13.971Z
35511,82364,TX20240706319391,PAY_FEE,89,MRU,3153,MERCHANT,COLLECTED,2024-07-06T11:19:04.473Z
35512,82365,TX20241012403632,TRF_FEE,25,MRU,10671,PLATFORM,COLLECTED,2024-10-12T18:21:24.512Z
35513,82366,TX20240928982261,WIT_FEE,50,MRU,7723,PLATFORM,COLLECTED,2024-09-28T03:10:36.948Z
35514,82369,TX20240225945211,TRF_FEE,25,MRU,6374,PLATFORM,COLLECTED,2024-02-25T11:33:50.255Z
35515,82375,TX20241218942582,TRF_FEE,50,MRU,6040,PLATFORM,COLLECTED,2024-12-18T19:57:28.482Z
35516,82376,TX20240118217956,TRF_FEE,10,MRU,5821,PLATFORM,COLLECTED,2024-01-18T14:13:16.642Z
35517,82379,TX20241209974531,WIT_FEE,50,MRU,5253,PLATFORM,COLLECTED,2024-12-09T08:39:13.406Z
35518,82380,TX20240128211374,TRF_FEE,50,MRU,8126,PLATFORM,COLLECTED,2024-01-28T16:20:46.949Z
35519,82382,TX20240803121471,WIT_FEE,50,MRU,5834,PLATFORM,COLLECTED,2024-08-03T14:01:54.844Z
35520,82390,TX20240213313699,PAY_FEE,32,MRU,320,MERCHANT,COLLECTED,2024-02-13T16:30:38.014Z
35521,82392,TX20241220578847,TRF_FEE,25,MRU,3791,PLATFORM,COLLECTED,2024-12-20T18:22:53.910Z
35522,82397,TX20240421556021,TRF_FEE,50,MRU,9153,PLATFORM,COLLECTED,2024-04-21T05:38:00.990Z
35523,82399,TX20240507295703,SAL_FEE,285,MRU,10230,PLATFORM,COLLECTED,2024-05-07T18:14:00.741Z
35524,82408,TX20240624900301,SAL_FEE,1490,MRU,6566,PLATFORM,COLLECTED,2024-06-24T05:28:47.796Z
35525,82416,TX20240119958611,TRF_FEE,25,MRU,6482,PLATFORM,COLLECTED,2024-01-19T18:00:01.568Z
35526,82421,TX20241023272620,TRF_FEE,50,MRU,8131,PLATFORM,COLLECTED,2024-10-23T13:59:19.352Z
35527,82425,TX20240501289194,WIT_FEE,50,MRU,456,PLATFORM,COLLECTED,2024-05-01T14:44:45.487Z
35528,82431,TX20241117416359,WIT_FEE,90,MRU,534,PLATFORM,COLLECTED,2024-11-17T13:10:52.708Z
35529,82433,TX20240704786998,TRF_FEE,10,MRU,6952,PLATFORM,COLLECTED,2024-07-04T06:24:21.328Z
35530,82435,TX20241018638297,TRF_FEE,25,MRU,2432,PLATFORM,COLLECTED,2024-10-18T16:26:10.392Z
35531,82436,TX20240925176538,TRF_FEE,25,MRU,8958,PLATFORM,COLLECTED,2024-09-25T16:40:59.278Z
35532,82438,TX20240810448679,TRF_FEE,25,MRU,8349,PLATFORM,COLLECTED,2024-08-10T18:06:01.651Z
35533,82439,TX20240806957698,TRF_FEE,25,MRU,6554,PLATFORM,COLLECTED,2024-08-06T08:26:33.902Z
35534,82443,TX20240718760158,WIT_FEE,50,MRU,562,PLATFORM,COLLECTED,2024-07-18T05:20:36.054Z
35535,82445,TX20240801915566,PAY_FEE,90,MRU,10023,MERCHANT,COLLECTED,2024-08-01T10:43:09.301Z
35536,82449,TX20240413425966,WIT_FEE,50,MRU,4300,PLATFORM,COLLECTED,2024-04-13T15:50:56.342Z
35537,82450,TX20240722686864,BIL_FEE,100,MRU,829,PLATFORM,COLLECTED,2024-07-22T05:56:41.020Z
35538,82456,TX20241107300051,TRF_FEE,25,MRU,10495,PLATFORM,COLLECTED,2024-11-07T07:38:31.490Z
35539,82457,TX20240221935273,WIT_FEE,50,MRU,8181,PLATFORM,COLLECTED,2024-02-21T19:24:31.045Z
35540,82465,TX20241028129695,TRF_FEE,50,MRU,6163,PLATFORM,COLLECTED,2024-10-28T19:16:23.142Z
35541,82466,TX20240213603567,WIT_FEE,50,MRU,2883,PLATFORM,COLLECTED,2024-02-13T19:00:25.649Z
35542,82468,TX20240622434161,WIT_FEE,50,MRU,3910,PLATFORM,COLLECTED,2024-06-22T17:00:41.783Z
35543,82469,TX20240304447189,PAY_FEE,330,MRU,959,MERCHANT,COLLECTED,2024-03-04T07:30:15.908Z
35544,82471,TX20241114231851,TRF_FEE,25,MRU,10392,PLATFORM,COLLECTED,2024-11-14T13:14:23.145Z
35545,82473,TX20240413167203,TRF_FEE,25,MRU,998,PLATFORM,COLLECTED,2024-04-13T10:30:51.036Z
35546,82475,TX20240206501131,WIT_FEE,50,MRU,10338,PLATFORM,COLLECTED,2024-02-06T06:14:07.197Z
35547,82480,TX20240319136873,SAL_FEE,950,MRU,7547,PLATFORM,COLLECTED,2024-03-19T13:03:09.930Z
35548,82481,TX20240201398221,WIT_FEE,50,MRU,7952,PLATFORM,COLLECTED,2024-02-01T11:21:15.250Z
35549,82484,TX20241127546135,TRF_FEE,25,MRU,9342,PLATFORM,COLLECTED,2024-11-27T09:43:08.822Z
35550,82489,TX20241102272227,TRF_FEE,10,MRU,5746,PLATFORM,COLLECTED,2024-11-02T07:16:18.056Z
35551,82491,TX20240709761846,WIT_FEE,50,MRU,1384,PLATFORM,COLLECTED,2024-07-09T01:04:24.479Z
35552,82495,TX20241013223608,WIT_FEE,50,MRU,6539,PLATFORM,COLLECTED,2024-10-13T08:51:27.800Z
35553,82497,TX20240909581085,WIT_FEE,50,MRU,2630,PLATFORM,COLLECTED,2024-09-09T18:41:51.650Z
35554,82498,TX20240415582350,WIT_FEE,50,MRU,10763,PLATFORM,COLLECTED,2024-04-15T16:34:53.845Z
35555,82499,TX20240824058895,TRF_FEE,25,MRU,4784,PLATFORM,COLLECTED,2024-08-24T08:26:07.619Z
35556,82503,TX20240414397895,WIT_FEE,500,MRU,7046,PLATFORM,COLLECTED,2024-04-14T10:51:29.737Z
35557,82504,TX20240322810768,WIT_FEE,50,MRU,1887,PLATFORM,COLLECTED,2024-03-22T18:31:38.590Z
35558,82514,TX20240516449233,WIT_FEE,50,MRU,7554,PLATFORM,COLLECTED,2024-05-16T05:24:59.540Z
35559,82516,TX20240109122211,BIL_FEE,100,MRU,9223,PLATFORM,COLLECTED,2024-01-09T08:28:43.945Z
35560,82522,TX20241017220301,SAL_FEE,1870,MRU,5605,PLATFORM,COLLECTED,2024-10-17T19:16:42.948Z
35561,82524,TX20240830385806,WIT_FEE,50,MRU,1259,PLATFORM,COLLECTED,2024-08-30T08:36:46.480Z
35562,82532,TX20240617730370,PAY_FEE,38,MRU,1345,MERCHANT,COLLECTED,2024-06-17T01:10:01.694Z
35563,82536,TX20241225846826,TRF_FEE,50,MRU,1131,PLATFORM,COLLECTED,2024-12-25T13:15:54.931Z
35564,82540,TX20240206472021,WIT_FEE,50,MRU,8124,PLATFORM,COLLECTED,2024-02-06T17:02:44.742Z
35565,82541,TX20241027719712,WIT_FEE,50,MRU,2345,PLATFORM,COLLECTED,2024-10-27T16:27:20.635Z
35566,82542,TX20240311471108,WIT_FEE,100,MRU,6639,PLATFORM,COLLECTED,2024-03-11T07:50:56.680Z
35567,82546,TX20241201189857,PAY_FEE,38,MRU,5303,MERCHANT,COLLECTED,2024-12-01T15:45:22.638Z
35568,82549,TX20240721492961,TRF_FEE,25,MRU,2531,PLATFORM,COLLECTED,2024-07-21T08:17:47.395Z
35569,82555,TX20240903791729,WIT_FEE,50,MRU,3706,PLATFORM,COLLECTED,2024-09-03T12:33:10.410Z
35570,82568,TX20240910010405,PAY_FEE,15,MRU,528,MERCHANT,COLLECTED,2024-09-10T14:12:25.197Z
35571,82569,TX20240504874264,WIT_FEE,50,MRU,6514,PLATFORM,COLLECTED,2024-05-04T13:52:51.249Z
35572,82571,TX20240111133528,WIT_FEE,430,MRU,1904,PLATFORM,COLLECTED,2024-01-11T09:22:36.170Z
35573,82573,TX20240624177028,SAL_FEE,2310,MRU,6968,PLATFORM,COLLECTED,2024-06-24T12:47:15.861Z
35574,82574,TX20240408566461,TRF_FEE,50,MRU,9297,PLATFORM,COLLECTED,2024-04-08T14:12:20.372Z
35575,82575,TX20240920676052,PAY_FEE,29,MRU,688,MERCHANT,COLLECTED,2024-09-20T15:52:29.979Z
35576,82576,TX20240211525900,TRF_FEE,25,MRU,3791,PLATFORM,COLLECTED,2024-02-11T08:54:34.979Z
35577,82580,TX20240716274715,WIT_FEE,50,MRU,7666,PLATFORM,COLLECTED,2024-07-16T10:12:12.513Z
35578,82583,TX20240628606899,TRF_FEE,25,MRU,3800,PLATFORM,COLLECTED,2024-06-28T18:05:09.754Z
35579,82589,TX20240528315124,TRF_FEE,25,MRU,6786,PLATFORM,COLLECTED,2024-05-28T08:23:12.813Z
35580,82591,TX20240405371320,WIT_FEE,63,MRU,7694,PLATFORM,COLLECTED,2024-04-05T08:36:11.257Z
35581,82592,TX20240105630057,TRF_FEE,50,MRU,1110,PLATFORM,COLLECTED,2024-01-05T11:46:58.512Z
35582,82595,TX20240119458058,TRF_FEE,50,MRU,6115,PLATFORM,COLLECTED,2024-01-19T12:47:47.594Z
35583,82598,TX20240507843914,PAY_FEE,10,MRU,7769,MERCHANT,COLLECTED,2024-05-07T09:54:16.352Z
35584,82600,TX20241016487935,PAY_FEE,32,MRU,10619,MERCHANT,COLLECTED,2024-10-16T19:59:49.888Z
35585,82604,TX20240611071153,SAL_FEE,1130,MRU,4972,PLATFORM,COLLECTED,2024-06-11T13:28:15.267Z
35586,82605,TX20240801638132,WIT_FEE,50,MRU,514,PLATFORM,COLLECTED,2024-08-01T13:20:54.963Z
35587,82608,TX20241023668588,TRF_FEE,50,MRU,8131,PLATFORM,COLLECTED,2024-10-23T13:59:19.352Z
35588,82609,TX20241128903617,PAY_FEE,27,MRU,2170,MERCHANT,COLLECTED,2024-11-28T05:47:32.997Z
35589,82613,TX20241229635146,WIT_FEE,50,MRU,10945,PLATFORM,COLLECTED,2024-12-29T19:09:01.902Z
35590,82619,TX20240614690416,PAY_FEE,68,MRU,6422,MERCHANT,COLLECTED,2024-06-14T06:30:09.683Z
35591,82620,TX20241014031847,TRF_FEE,10,MRU,5613,PLATFORM,COLLECTED,2024-10-14T08:19:08.673Z
35592,82622,TX20240529095897,WIT_FEE,50,MRU,4811,PLATFORM,COLLECTED,2024-05-29T18:27:47.797Z
35593,82624,TX20240205612062,PAY_FEE,14,MRU,9211,MERCHANT,COLLECTED,2024-02-05T12:22:00.134Z
35594,82625,TX20241216645022,TRF_FEE,50,MRU,9658,PLATFORM,COLLECTED,2024-12-16T15:42:14.899Z
35595,82626,TX20240115662595,TRF_FEE,25,MRU,3261,PLATFORM,COLLECTED,2024-01-15T16:29:37.909Z
35596,82628,TX20240305216582,WIT_FEE,50,MRU,5184,PLATFORM,COLLECTED,2024-03-05T20:16:03.711Z
35597,82629,TX20240611124707,WIT_FEE,50,MRU,7518,PLATFORM,COLLECTED,2024-06-11T16:28:05.332Z
35598,82631,TX20240924512837,TRF_FEE,50,MRU,3538,PLATFORM,COLLECTED,2024-09-24T21:55:53.523Z
35599,82632,TX20240804964333,TRF_FEE,25,MRU,10247,PLATFORM,COLLECTED,2024-08-04T13:39:15.346Z
35600,82634,TX20240216933645,WIT_FEE,50,MRU,7371,PLATFORM,COLLECTED,2024-02-16T16:59:17.124Z
35601,82635,TX20241129081076,TRF_FEE,50,MRU,7334,PLATFORM,COLLECTED,2024-11-29T14:37:24.656Z
35602,82636,TX20240321338191,WIT_FEE,50,MRU,3047,PLATFORM,COLLECTED,2024-03-21T14:11:26.406Z
35603,82637,TX20241204238768,TRF_FEE,50,MRU,6936,PLATFORM,COLLECTED,2024-12-04T15:34:53.780Z
35604,82638,TX20240223443297,TRF_FEE,25,MRU,4777,PLATFORM,COLLECTED,2024-02-23T13:41:19.730Z
35605,82639,TX20240707450182,WIT_FEE,50,MRU,10775,PLATFORM,COLLECTED,2024-07-07T08:40:20.280Z
35606,82640,TX20241108028033,WIT_FEE,50,MRU,7542,PLATFORM,COLLECTED,2024-11-08T10:53:48.130Z
35607,82642,TX20240702646201,TRF_FEE,50,MRU,6445,PLATFORM,COLLECTED,2024-07-02T19:37:22.370Z
35608,82647,TX20240308846836,PAY_FEE,72,MRU,5342,MERCHANT,COLLECTED,2024-03-08T20:47:40.582Z
35609,82651,TX20240414078093,PAY_FEE,20,MRU,3073,MERCHANT,COLLECTED,2024-04-14T13:06:42.418Z
35610,82661,TX20240127802124,TRF_FEE,50,MRU,6052,PLATFORM,COLLECTED,2024-01-27T10:37:12.496Z
35611,82664,TX20240315942915,WIT_FEE,50,MRU,1963,PLATFORM,COLLECTED,2024-03-15T13:44:15.665Z
35612,82665,TX20240301399049,PAY_FEE,69,MRU,2374,MERCHANT,COLLECTED,2024-03-01T20:48:50.858Z
35613,82668,TX20240406398221,WIT_FEE,200,MRU,10030,PLATFORM,COLLECTED,2024-04-06T08:43:32.486Z
35614,82670,TX20241112835086,TRF_FEE,25,MRU,1140,PLATFORM,COLLECTED,2024-11-12T16:04:37.874Z
35615,82671,TX20240220126240,PAY_FEE,90,MRU,5506,MERCHANT,COLLECTED,2024-02-20T17:50:41.550Z
35616,82672,TX20240313938891,WIT_FEE,50,MRU,2239,PLATFORM,COLLECTED,2024-03-13T18:27:28.734Z
35617,82673,TX20241108347132,TRF_FEE,50,MRU,2420,PLATFORM,COLLECTED,2024-11-08T09:45:15.037Z
35618,82677,TX20240118507148,SAL_FEE,1575,MRU,3152,PLATFORM,COLLECTED,2024-01-18T15:06:18.353Z
35619,82678,TX20240709843036,WIT_FEE,50,MRU,1384,PLATFORM,COLLECTED,2024-07-09T01:04:24.479Z
35620,82681,TX20241014038718,TRF_FEE,10,MRU,9366,PLATFORM,COLLECTED,2024-10-14T08:41:21.898Z
35621,82683,TX20240213428147,WIT_FEE,50,MRU,188,PLATFORM,COLLECTED,2024-02-13T09:01:40.017Z
35622,82685,TX20241231845060,WIT_FEE,50,MRU,2200,PLATFORM,COLLECTED,2024-12-31T18:35:32.784Z
35623,82686,TX20240820648528,TRF_FEE,25,MRU,4640,PLATFORM,COLLECTED,2024-08-20T11:47:40.346Z
35624,82688,TX20240313998348,TRF_FEE,25,MRU,4847,PLATFORM,COLLECTED,2024-03-13T03:56:42.501Z
35625,82689,TX20241227029855,PAY_FEE,63,MRU,1358,MERCHANT,COLLECTED,2024-12-27T08:36:26.217Z
35626,82690,TX20240802426621,BIL_FEE,100,MRU,2679,PLATFORM,COLLECTED,2024-08-02T08:05:40.687Z
35627,82691,TX20241225440437,PAY_FEE,57,MRU,1949,MERCHANT,COLLECTED,2024-12-25T10:58:28.447Z
35628,82693,TX20240420564780,TRF_FEE,50,MRU,8303,PLATFORM,COLLECTED,2024-04-20T11:17:43.150Z
35629,82694,TX20240424818130,PAY_FEE,21,MRU,2321,MERCHANT,COLLECTED,2024-04-24T14:45:46.709Z
35630,82695,TX20240621030760,TRF_FEE,50,MRU,3083,PLATFORM,COLLECTED,2024-06-21T05:42:44.079Z
35631,82699,TX20240807276423,TRF_FEE,25,MRU,10311,PLATFORM,COLLECTED,2024-08-07T14:30:10.331Z
35632,82700,TX20240921173562,WIT_FEE,50,MRU,7269,PLATFORM,COLLECTED,2024-09-21T05:07:34.134Z
35633,82708,TX20240623873803,WIT_FEE,50,MRU,2016,PLATFORM,COLLECTED,2024-06-23T13:02:15.358Z
35634,82710,TX20240427209810,PAY_FEE,23,MRU,10418,MERCHANT,COLLECTED,2024-04-27T14:52:10.922Z
35635,82720,TX20240410550762,WIT_FEE,50,MRU,10615,PLATFORM,COLLECTED,2024-04-10T12:58:00.867Z
35636,82728,TX20240323719712,TRF_FEE,10,MRU,7005,PLATFORM,COLLECTED,2024-03-23T17:46:27.343Z
35637,82729,TX20240311819087,WIT_FEE,100,MRU,6639,PLATFORM,COLLECTED,2024-03-11T07:50:56.680Z
35638,82732,TX20240906354007,WIT_FEE,120,MRU,1718,PLATFORM,COLLECTED,2024-09-06T08:11:09.502Z
