id,transaction_id,transaction_reference,fee_type,amount,currency,payer_account_id,collector,status,created_at
1,2,TX20240625638832,TRF_FEE,25,MRU,2437,PLATFORM,COLLECTED,2024-06-25T05:25:55.291Z
2,3,TX20240805202063,TRF_FEE,25,MRU,6069,PLATFORM,COLLECTED,2024-08-05T16:44:37.809Z
3,6,TX20240912251821,WIT_FEE,99,MRU,7283,PLATFORM,COLLECTED,2024-09-12T06:27:00.639Z
4,7,TX20240809326158,WIT_FEE,50,MRU,6435,PLATFORM,COLLECTED,2024-08-09T06:13:39.456Z
5,10,TX20241106697371,TRF_FEE,50,MRU,10155,PLATFORM,COLLECTED,2024-11-06T15:11:32.448Z
6,11,TX20240615266879,TRF_FEE,50,MRU,5037,PLATFORM,COLLECTED,2024-06-15T20:19:15.773Z
7,12,TX20240516693952,WIT_FEE,100,MRU,3723,PLATFORM,COLLECTED,2024-05-16T06:03:54.710Z
8,13,TX20240217914239,TRF_FEE,50,MRU,2687,PLATFORM,COLLECTED,2024-02-17T19:04:00.615Z
9,15,TX20241221041723,WIT_FEE,50,MRU,2267,PLATFORM,COLLECTED,2024-12-21T18:01:58.472Z
10,16,TX20240609163470,PAY_FEE,21,MRU,7515,MERCHANT,COLLECTED,2024-06-09T16:25:02.829Z
11,18,TX20240608461404,WIT_FEE,50,MRU,1128,PLATFORM,COLLECTED,2024-06-08T10:05:24.702Z
12,19,TX20240428071494,WIT_FEE,430,MRU,11014,PLATFORM,COLLECTED,2024-04-28T12:09:05.805Z
13,21,TX20241127408734,WIT_FEE,50,MRU,5088,PLATFORM,COLLECTED,2024-11-27T21:45:51.360Z
14,22,TX20240118046785,PAY_FEE,270,MRU,2414,MERCHANT,COLLECTED,2024-01-18T15:46:26.835Z
15,25,TX20240929875022,TRF_FEE,50,MRU,8951,PLATFORM,COLLECTED,2024-09-29T11:50:01.250Z
16,26,TX20240201311808,WIT_FEE,50,MRU,8381,PLATFORM,COLLECTED,2024-02-01T15:56:28.043Z
17,29,TX20240904565968,WIT_FEE,50,MRU,7289,PLATFORM,COLLECTED,2024-09-04T16:20:26.158Z
18,30,TX20241003737050,TRF_FEE,25,MRU,5840,PLATFORM,COLLECTED,2024-10-03T18:38:59.181Z
19,31,TX20240803283393,TRF_FEE,50,MRU,4976,PLATFORM,COLLECTED,2024-08-03T08:29:35.253Z
20,33,TX20240323440171,TRF_FEE,50,MRU,7838,PLATFORM,COLLECTED,2024-03-23T08:57:16.051Z
21,34,TX20240613855974,TRF_FEE,50,MRU,5717,PLATFORM,COLLECTED,2024-06-13T15:50:31.532Z
22,35,TX20240728655447,WIT_FEE,50,MRU,2948,PLATFORM,COLLECTED,2024-07-28T10:12:57.466Z
23,36,TX20240830271725,TRF_FEE,25,MRU,1236,PLATFORM,COLLECTED,2024-08-30T13:31:32.743Z
24,37,TX20240111916858,TRF_FEE,10,MRU,7384,PLATFORM,COLLECTED,2024-01-11T17:44:30.562Z
25,38,TX20240530659958,TRF_FEE,10,MRU,10605,PLATFORM,COLLECTED,2024-05-30T15:09:18.908Z
26,40,TX20240215668311,PAY_FEE,75,MRU,1394,MERCHANT,COLLECTED,2024-02-15T06:43:44.331Z
27,42,TX20241025101492,TRF_FEE,25,MRU,10923,PLATFORM,COLLECTED,2024-10-25T11:23:19.497Z
28,43,TX20240508623267,PAY_FEE,13,MRU,7899,MERCHANT,COLLECTED,2024-05-08T18:22:25.071Z
29,47,TX20240801225306,TRF_FEE,50,MRU,8465,PLATFORM,COLLECTED,2024-08-01T07:54:40.737Z
30,50,TX20240913253615,WIT_FEE,50,MRU,1195,PLATFORM,COLLECTED,2024-09-13T07:07:20.332Z
31,51,TX20240519008085,TRF_FEE,50,MRU,11009,PLATFORM,COLLECTED,2024-05-19T08:15:28.975Z
32,52,TX20240703414658,PAY_FEE,29,MRU,10209,MERCHANT,COLLECTED,2024-07-03T14:58:46.368Z
33,53,TX20240804013236,WIT_FEE,50,MRU,4935,PLATFORM,COLLECTED,2024-08-04T15:10:46.007Z
34,57,TX20240620214729,WIT_FEE,50,MRU,3962,PLATFORM,COLLECTED,2024-06-20T20:09:50.226Z
35,60,TX20240801092704,PAY_FEE,53,MRU,7251,MERCHANT,COLLECTED,2024-08-01T07:29:01.380Z
36,61,TX20240222919374,WIT_FEE,50,MRU,10770,PLATFORM,COLLECTED,2024-02-22T13:03:08.490Z
37,68,TX20240325631940,TRF_FEE,50,MRU,5222,PLATFORM,COLLECTED,2024-03-25T16:54:22.171Z
38,70,TX20240817652736,WIT_FEE,50,MRU,7412,PLATFORM,COLLECTED,2024-08-17T14:07:20.946Z
39,76,TX20241206146650,TRF_FEE,50,MRU,275,PLATFORM,COLLECTED,2024-12-06T15:54:40.781Z
40,78,TX20240207517552,SAL_FEE,1375,MRU,1511,PLATFORM,COLLECTED,2024-02-07T08:10:32.786Z
41,79,TX20240406509765,WIT_FEE,50,MRU,10030,PLATFORM,COLLECTED,2024-04-06T08:43:32.486Z
42,81,TX20240822073578,WIT_FEE,50,MRU,1733,PLATFORM,COLLECTED,2024-08-22T17:51:52.403Z
43,82,TX20240519262393,SAL_FEE,495,MRU,264,PLATFORM,COLLECTED,2024-05-19T17:43:07.677Z
44,83,TX20240922313539,PAY_FEE,1395,MRU,8280,MERCHANT,COLLECTED,2024-09-22T06:58:32.312Z
45,85,TX20240426947994,PAY_FEE,57,MRU,4874,MERCHANT,COLLECTED,2024-04-26T08:18:05.232Z
46,86,TX20240904729298,PAY_FEE,20,MRU,2261,MERCHANT,COLLECTED,2024-09-04T13:35:10.282Z
47,88,TX20240629274706,TRF_FEE,50,MRU,7670,PLATFORM,COLLECTED,2024-06-29T16:44:14.328Z
48,89,TX20240223152573,TRF_FEE,50,MRU,7276,PLATFORM,COLLECTED,2024-02-23T08:12:19.485Z
49,92,TX20240820441605,TRF_FEE,50,MRU,8927,PLATFORM,COLLECTED,2024-08-20T17:24:46.052Z
50,93,TX20240611168971,WIT_FEE,50,MRU,7181,PLATFORM,COLLECTED,2024-06-11T08:18:37.060Z
51,96,TX20240710027665,PAY_FEE,26,MRU,2490,MERCHANT,COLLECTED,2024-07-10T07:19:13.541Z
52,100,TX20240215732879,TRF_FEE,50,MRU,1603,PLATFORM,COLLECTED,2024-02-15T14:25:48.457Z
53,101,TX20240615548619,TRF_FEE,25,MRU,109,PLATFORM,COLLECTED,2024-06-15T18:25:31.423Z
54,102,TX20240829932591,WIT_FEE,50,MRU,4548,PLATFORM,COLLECTED,2024-08-29T09:22:31.459Z
55,106,TX20240419065554,SAL_FEE,810,MRU,8804,PLATFORM,COLLECTED,2024-04-19T07:10:53.809Z
56,107,TX20240109221243,TRF_FEE,50,MRU,2272,PLATFORM,COLLECTED,2024-01-09T15:18:36.819Z
57,108,TX20240805399982,PAY_FEE,60,MRU,8961,MERCHANT,COLLECTED,2024-08-05T10:17:11.851Z
58,110,TX20240805582163,WIT_FEE,50,MRU,10682,PLATFORM,COLLECTED,2024-08-05T07:28:12.515Z
59,113,TX20240319243148,SAL_FEE,575,MRU,3818,PLATFORM,COLLECTED,2024-03-19T15:27:39.426Z
60,114,TX20240827483693,TRF_FEE,25,MRU,6144,PLATFORM,COLLECTED,2024-08-27T10:18:05.837Z
61,115,TX20240415933654,WIT_FEE,50,MRU,3032,PLATFORM,COLLECTED,2024-04-15T08:58:01.983Z
62,116,TX20241230980280,TRF_FEE,50,MRU,3638,PLATFORM,COLLECTED,2024-12-30T10:36:52.714Z
63,117,TX20240306685246,PAY_FEE,20,MRU,4132,MERCHANT,COLLECTED,2024-03-06T07:27:27.387Z
64,120,TX20240223309768,SAL_FEE,2410,MRU,409,PLATFORM,COLLECTED,2024-02-23T09:45:48.732Z
65,124,TX20240412436547,TRF_FEE,50,MRU,4392,PLATFORM,COLLECTED,2024-04-12T16:32:12.159Z
66,127,TX20240308184297,WIT_FEE,50,MRU,3551,PLATFORM,COLLECTED,2024-03-08T07:21:25.976Z
67,131,TX20240128298942,WIT_FEE,50,MRU,5325,PLATFORM,COLLECTED,2024-01-28T14:35:44.256Z
68,132,TX20240902579367,WIT_FEE,130,MRU,6719,PLATFORM,COLLECTED,2024-09-02T10:22:10.333Z
69,133,TX20240716990112,WIT_FEE,130,MRU,2332,PLATFORM,COLLECTED,2024-07-16T15:48:36.941Z
70,134,TX20240714528429,PAY_FEE,210,MRU,10570,MERCHANT,COLLECTED,2024-07-14T20:38:04.288Z
71,135,TX20240714580054,TRF_FEE,25,MRU,10087,PLATFORM,COLLECTED,2024-07-14T06:12:56.661Z
72,137,TX20241006499761,PAY_FEE,53,MRU,7729,MERCHANT,COLLECTED,2024-10-06T16:49:00.724Z
73,140,TX20240222850760,TRF_FEE,25,MRU,6740,PLATFORM,COLLECTED,2024-02-22T09:29:51.777Z
74,141,TX20240907546418,SAL_FEE,1625,MRU,9054,PLATFORM,COLLECTED,2024-09-07T17:38:30.147Z
75,142,TX20240503579730,WIT_FEE,50,MRU,6709,PLATFORM,COLLECTED,2024-05-03T08:31:13.503Z
76,143,TX20240811808380,PAY_FEE,8,MRU,3943,MERCHANT,COLLECTED,2024-08-11T14:34:21.006Z
77,144,TX20240616377488,TRF_FEE,50,MRU,3871,PLATFORM,COLLECTED,2024-06-16T08:23:03.034Z
78,148,TX20241111931661,PAY_FEE,60,MRU,1949,MERCHANT,COLLECTED,2024-11-11T12:32:49.606Z
79,149,TX20240418814336,TRF_FEE,25,MRU,6480,PLATFORM,COLLECTED,2024-04-18T12:46:26.580Z
80,150,TX20240721866371,TRF_FEE,50,MRU,464,PLATFORM,COLLECTED,2024-07-21T14:59:19.532Z
81,151,TX20240708288928,TRF_FEE,25,MRU,4710,PLATFORM,COLLECTED,2024-07-08T07:39:14.973Z
82,152,TX20240630456087,PAY_FEE,102,MRU,7538,MERCHANT,COLLECTED,2024-06-30T11:39:42.888Z
83,153,TX20240226499186,TRF_FEE,25,MRU,4555,PLATFORM,COLLECTED,2024-02-26T16:13:40.256Z
84,154,TX20240828186881,BIL_FEE,100,MRU,3131,PLATFORM,COLLECTED,2024-08-28T15:22:38.479Z
85,156,TX20241022296050,WIT_FEE,50,MRU,4358,PLATFORM,COLLECTED,2024-10-22T14:13:44.385Z
86,157,TX20240807778117,WIT_FEE,50,MRU,7139,PLATFORM,COLLECTED,2024-08-07T11:19:03.147Z
87,161,TX20241219403632,TRF_FEE,50,MRU,9356,PLATFORM,COLLECTED,2024-12-19T16:21:12.713Z
88,162,TX20240928000766,WIT_FEE,50,MRU,7723,PLATFORM,COLLECTED,2024-09-28T03:10:36.948Z
89,163,TX20240517054224,WIT_FEE,50,MRU,1630,PLATFORM,COLLECTED,2024-05-17T19:52:53.672Z
90,164,TX20240502566368,TRF_FEE,50,MRU,411,PLATFORM,COLLECTED,2024-05-02T17:25:20.195Z
91,165,TX20240629885380,TRF_FEE,25,MRU,6569,PLATFORM,COLLECTED,2024-06-29T06:19:28.439Z
