id,transaction_id,transaction_reference,fee_type,amount,currency,payer_account_id,collector,status,created_at
23653,49643,TX20240817122123,WIT_FEE,50,MRU,7412,PLATFORM,COLLECTED,2024-08-17T14:07:20.946Z
23654,49649,TX20240618984035,TRF_FEE,25,MRU,8470,PLATFORM,COLLECTED,2024-06-18T04:58:50.622Z
23655,49652,TX20240615017156,TRF_FEE,50,MRU,488,PLATFORM,COLLECTED,2024-06-15T15:58:23.886Z
23656,49653,TX20240923403239,TRF_FEE,25,MRU,3980,PLATFORM,COLLECTED,2024-09-23T10:22:14.528Z
23657,49655,TX20240426071800,WIT_FEE,50,MRU,10668,PLATFORM,COLLECTED,2024-04-26T07:51:43.072Z
23658,49656,TX20241208425053,WIT_FEE,50,MRU,820,PLATFORM,COLLECTED,2024-12-08T11:15:36.019Z
23659,49657,TX20240919332369,WIT_FEE,100,MRU,8416,PLATFORM,COLLECTED,2024-09-19T14:56:49.858Z
23660,49660,TX20240907566958,WIT_FEE,50,MRU,465,PLATFORM,COLLECTED,2024-09-07T15:09:16.519Z
23661,49661,TX20241026191477,WIT_FEE,50,MRU,2921,PLATFORM,COLLECTED,2024-10-26T13:53:43.201Z
23662,49662,TX20240503562007,TRF_FEE,25,MRU,1490,PLATFORM,COLLECTED,2024-05-03T14:52:40.150Z
23663,49665,TX20240109457739,PAY_FEE,270,MRU,3074,MERCHANT,COLLECTED,2024-01-09T14:30:26.787Z
23664,49666,TX20240609858773,SAL_FEE,925,MRU,2703,PLATFORM,COLLECTED,2024-06-09T15:57:54.773Z
23665,49671,TX20241204210964,PAY_FEE,300,MRU,3921,MERCHANT,COLLECTED,2024-12-04T17:03:13.439Z
23666,49675,TX20240604322361,WIT_FEE,50,MRU,5999,PLATFORM,COLLECTED,2024-06-04T16:29:44.639Z
23667,49676,TX20240430348461,PAY_FEE,45,MRU,5726,MERCHANT,COLLECTED,2024-04-30T10:18:13.874Z
23668,49679,TX20240323412025,WIT_FEE,50,MRU,5122,PLATFORM,COLLECTED,2024-03-23T14:55:35.306Z
23669,49680,TX20240805597139,WIT_FEE,50,MRU,10682,PLATFORM,COLLECTED,2024-08-05T07:28:12.515Z
23670,49684,TX20240310450399,SAL_FEE,1395,MRU,7021,PLATFORM,COLLECTED,2024-03-10T14:58:33.602Z
23671,49685,TX20240430134591,TRF_FEE,25,MRU,10061,PLATFORM,COLLECTED,2024-04-30T13:29:54.238Z
23672,49692,TX20241007789669,PAY_FEE,33,MRU,466,MERCHANT,COLLECTED,2024-10-07T07:52:02.884Z
23673,49693,TX20240611723497,WIT_FEE,50,MRU,715,PLATFORM,COLLECTED,2024-06-11T04:44:50.504Z
23674,49694,TX20241128210346,TRF_FEE,50,MRU,10117,PLATFORM,COLLECTED,2024-11-28T15:39:24.873Z
23675,49696,TX20241113883299,TRF_FEE,50,MRU,4978,PLATFORM,COLLECTED,2024-11-13T08:55:56.108Z
23676,49697,TX20240709929698,TRF_FEE,25,MRU,6642,PLATFORM,COLLECTED,2024-07-09T11:17:39.227Z
