id,reference,transaction_type,amount,fee,total_amount,currency,source_account_id,source_user_id,destination_account_id,destination_user_id,merchant_id,agency_id,status,failure_reason,source_node,processing_node,source_datacenter,processing_datacenter,is_cross_dc,transaction_date,transaction_time,created_at,completed_at
44586,TX20240724701547,TRF,4500,25,4525,MRU,7858,7149,9886,8971,,,FAILED,INSUFFICIENT_BALANCE,NKC-NODE-1,NDB-NODE-2,DC-NKC-PRIMARY,DC-NDB,true,2024-07-24,19:04:37,2024-07-24T17:04:37.885Z,2024-07-24T17:04:37.885Z
45388,TX20240724172357,TRF,4500,25,4525,MRU,7858,7149,9886,8971,,,FAILED,INSUFFICIENT_BALANCE,NKC-NODE-3,NKC-NODE-3,DC-NKC-SECONDARY,DC-NKC-SECONDARY,false,2024-07-24,19:04:37,2024-07-24T17:04:37.885Z,2024-07-24T17:04:37.885Z
47383,TX20240724820526,TRF,4500,25,4525,MRU,7858,7149,9886,8971,,,FAILED,INSUFFICIENT_BALANCE,NDB-NODE-2,NDB-NODE-2,DC-NDB,DC-NDB,false,2024-07-24,19:04:37,2024-07-24T17:04:37.885Z,2024-07-24T17:04:37.885Z
74874,TX20240724435173,TRF,4500,25,4525,MRU,7858,7149,9886,8971,,,FAILED,INSUFFICIENT_BALANCE,NDB-NODE-2,NDB-NODE-2,DC-NDB,DC-NDB,false,2024-07-24,19:04:37,2024-07-24T17:04:37.885Z,2024-07-24T17:04:37.885Z
78462,TX20240724264632,TRF,4500,25,4525,MRU,7858,7149,9886,8971,,,FAILED,INSUFFICIENT_BALANCE,NDB-NODE-2,NDB-NODE-1,DC-NDB,DC-NDB,false,2024-07-24,19:04:37,2024-07-24T17:04:37.885Z,2024-07-24T17:04:37.885Z
81461,TX20240724941797,TRF,4500,25,4525,MRU,7858,7149,9886,8971,,,FAILED,INSUFFICIENT_BALANCE,NDB-NODE-2,NDB-NODE-2,DC-NDB,DC-NDB,false,2024-07-24,19:04:37,2024-07-24T17:04:37.885Z,2024-07-24T17:04:37.885Z
82208,TX20240724509134,TRF,4500,25,4525,MRU,7858,7149,9886,8971,,,FAILED,INSUFFICIENT_BALANCE,NKC-NODE-3,NKC-NODE-2,DC-NKC-SECONDARY,DC-NKC-PRIMARY,true,2024-07-24,19:04:37,2024-07-24T17:04:37.885Z,2024-07-24T17:04:37.885Z
6042,TX20240724297387,PAY,4800,72,4872,MRU,7948,7229,,,187,,SUCCESS,,NDB-NODE-2,NDB-NODE-1,DC-NDB,DC-NDB,false,2024-07-24,21:31:46,2024-07-24T19:31:46.151Z,2024-07-24T19:31:46.659Z
33539,TX20240724467007,PAY,4800,72,4872,MRU,7948,7229,,,187,,SUCCESS,,NKC-NODE-3,NKC-NODE-1,DC-NKC-SECONDARY,DC-NKC-PRIMARY,true,2024-07-24,21:31:46,2024-07-24T19:31:46.151Z,2024-07-24T19:31:48.350Z
33945,TX20240724635139,PAY,4800,72,4872,MRU,7948,7229,,,187,,SUCCESS,,NKC-NODE-3,NKC-NODE-3,DC-NKC-SECONDARY,DC-NKC-SECONDARY,false,2024-07-24,21:31:46,2024-07-24T19:31:46.151Z,2024-07-24T19:31:50.713Z
40626,TX20240724145782,PAY,4800,72,4872,MRU,7948,7229,,,187,,SUCCESS,,NKC-NODE-2,NKC-NODE-1,DC-NKC-PRIMARY,DC-NKC-PRIMARY,false,2024-07-24,21:31:46,2024-07-24T19:31:46.151Z,2024-07-24T19:31:47.579Z
52972,TX20240724522475,PAY,4800,72,4872,MRU,7948,7229,,,187,,SUCCESS,,NKC-NODE-2,NKC-NODE-3,DC-NKC-PRIMARY,DC-NKC-SECONDARY,true,2024-07-24,21:31:46,2024-07-24T19:31:46.151Z,2024-07-24T19:31:48.179Z
53562,TX20240724698500,PAY,4800,72,4872,MRU,7948,7229,,,187,,SUCCESS,,NKC-NODE-2,NKC-NODE-2,DC-NKC-PRIMARY,DC-NKC-PRIMARY,false,2024-07-24,21:31:46,2024-07-24T19:31:46.151Z,2024-07-24T19:31:47.320Z
54546,TX20240724323682,PAY,4800,72,4872,MRU,7948,7229,,,187,,FAILED,INSUFFICIENT_BALANCE,NKC-NODE-3,NDB-NODE-2,DC-NKC-SECONDARY,DC-NDB,true,2024-07-24,21:31:46,2024-07-24T19:31:46.151Z,2024-07-24T19:31:46.151Z
55135,TX20240724730744,PAY,4800,72,4872,MRU,7948,7229,,,187,,FAILED,INSUFFICIENT_BALANCE,NDB-NODE-2,NKC-NODE-2,DC-NDB,DC-NKC-PRIMARY,true,2024-07-24,21:31:46,2024-07-24T19:31:46.151Z,2024-07-24T19:31:46.151Z
74930,TX20240724431022,PAY,4800,72,4872,MRU,7948,7229,,,187,,FAILED,INSUFFICIENT_BALANCE,NKC-NODE-2,NKC-NODE-2,DC-NKC-PRIMARY,DC-NKC-PRIMARY,false,2024-07-24,21:31:46,2024-07-24T19:31:46.151Z,2024-07-24T19:31:46.151Z
94497,TX20240724543093,PAY,4800,72,4872,MRU,7948,7229,,,187,,FAILED,INSUFFICIENT_BALANCE,NKC-NODE-1,NKC-NODE-2,DC-NKC-PRIMARY,DC-NKC-PRIMARY,false,2024-07-24,21:31:46,2024-07-24T19:31:46.151Z,2024-07-24T19:31:46.151Z
31968,TX20240724446709,PAY,3000,45,3045,MRU,7916,7200,,,360,,SUCCESS,,NDB-NODE-2,NKC-NODE-2,DC-NDB,DC-NKC-PRIMARY,true,2024-07-24,23:33:09,2024-07-24T21:33:09.308Z,2024-07-24T21:33:13.302Z
36031,TX20240724836285,PAY,3000,45,3045,MRU,7916,7200,,,360,,SUCCESS,,NDB-NODE-2,NKC-NODE-1,DC-NDB,DC-NKC-PRIMARY,true,2024-07-24,23:33:09,2024-07-24T21:33:09.308Z,2024-07-24T21:33:11.757Z
36842,TX20240724523018,PAY,3000,45,3045,MRU,7916,7200,,,360,,SUCCESS,,NDB-NODE-2,NDB-NODE-1,DC-NDB,DC-NDB,false,2024-07-24,23:33:09,2024-07-24T21:33:09.308Z,2024-07-24T21:33:10.666Z
39270,TX20240724901494,PAY,3000,45,3045,MRU,7916,7200,,,360,,SUCCESS,,NKC-NODE-1,NKC-NODE-3,DC-NKC-PRIMARY,DC-NKC-SECONDARY,true,2024-07-24,23:33:09,2024-07-24T21:33:09.308Z,2024-07-24T21:33:10.824Z
47694,TX20240724716857,PAY,3000,45,3045,MRU,7916,7200,,,360,,SUCCESS,,NKC-NODE-1,NKC-NODE-1,DC-NKC-PRIMARY,DC-NKC-PRIMARY,false,2024-07-24,23:33:09,2024-07-24T21:33:09.308Z,2024-07-24T21:33:10.416Z
79697,TX20240724029855,PAY,3000,45,3045,MRU,7916,7200,,,360,,SUCCESS,,NKC-NODE-2,NKC-NODE-1,DC-NKC-PRIMARY,DC-NKC-PRIMARY,false,2024-07-24,23:33:09,2024-07-24T21:33:09.308Z,2024-07-24T21:33:12.187Z
80633,TX20240724050776,PAY,3000,45,3045,MRU,7916,7200,,,360,,SUCCESS,,NKC-NODE-3,NKC-NODE-1,DC-NKC-SECONDARY,DC-NKC-PRIMARY,true,2024-07-24,23:33:09,2024-07-24T21:33:09.308Z,2024-07-24T21:33:13.930Z
14466,TX20240725864405,DEP,1000,0,1000,MRU,316,288,,,,62,SUCCESS,,NDB-NODE-2,NKC-NODE-1,DC-NDB,DC-NKC-PRIMARY,true,2024-07-25,04:49:39,2024-07-25T02:49:39.322Z,2024-07-25T02:49:42.796Z
17823,TX20240725796879,DEP,1000,0,1000,MRU,316,288,,,,62,SUCCESS,,NKC-NODE-2,NKC-NODE-2,DC-NKC-PRIMARY,DC-NKC-PRIMARY,false,2024-07-25,04:49:39,2024-07-25T02:49:39.322Z,2024-07-25T02:49:43.841Z
18032,TX20240725830115,DEP,1000,0,1000,MRU,316,288,,,,62,SUCCESS,,NKC-NODE-3,NKC-NODE-3,DC-NKC-SECONDARY,DC-NKC-SECONDARY,false,2024-07-25,04:49:39,2024-07-25T02:49:39.322Z,2024-07-25T02:49:41.910Z
18450,TX20240725850251,DEP,1000,0,1000,MRU,316,288,,,,62,SUCCESS,,NKC-NODE-2,NDB-NODE-2,DC-NKC-PRIMARY,DC-NDB,true,2024-07-25,04:49:39,2024-07-25T02:49:39.322Z,2024-07-25T02:49:43.990Z
18659,TX20240725868304,DEP,1000,0,1000,MRU,316,288,,,,62,SUCCESS,,NDB-NODE-1,NKC-NODE-3,DC-NDB,DC-NKC-SECONDARY,true,2024-07-25,04:49:39,2024-07-25T02:49:39.322Z,2024-07-25T02:49:43.041Z
21578,TX20240725069485,DEP,1000,0,1000,MRU,316,288,,,,62,SUCCESS,,NKC-NODE-1,NKC-NODE-2,DC-NKC-PRIMARY,DC-NKC-PRIMARY,false,2024-07-25,04:49:39,2024-07-25T02:49:39.322Z,2024-07-25T02:49:42.018Z
57243,TX20240725938689,DEP,1000,0,1000,MRU,316,288,,,,62,SUCCESS,,NDB-NODE-2,NKC-NODE-2,DC-NDB,DC-NKC-PRIMARY,true,2024-07-25,04:49:39,2024-07-25T02:49:39.322Z,2024-07-25T02:49:44.287Z
67298,TX20240725576031,DEP,1000,0,1000,MRU,316,288,,,,62,SUCCESS,,NKC-NODE-1,NDB-NODE-2,DC-NKC-PRIMARY,DC-NDB,true,2024-07-25,04:49:39,2024-07-25T02:49:39.322Z,2024-07-25T02:49:41.926Z
99564,TX20240725116801,DEP,1000,0,1000,MRU,316,288,,,,62,SUCCESS,,NKC-NODE-3,NKC-NODE-1,DC-NKC-SECONDARY,DC-NKC-PRIMARY,true,2024-07-25,04:49:39,2024-07-25T02:49:39.322Z,2024-07-25T02:49:42.001Z
12796,TX20240725700876,DEP,2000,0,2000,MRU,3152,2871,,,,47,SUCCESS,,NDB-NODE-1,NKC-NODE-3,DC-NDB,DC-NKC-SECONDARY,true,2024-07-25,07:50:34,2024-07-25T05:50:34.793Z,2024-07-25T05:50:35.526Z
13007,TX20240725326585,DEP,2000,0,2000,MRU,3152,2871,,,,47,SUCCESS,,NKC-NODE-2,NKC-NODE-3,DC-NKC-PRIMARY,DC-NKC-SECONDARY,true,2024-07-25,07:50:34,2024-07-25T05:50:34.793Z,2024-07-25T05:50:39.786Z
31067,TX20240725063234,DEP,2000,0,2000,MRU,3152,2871,,,,47,SUCCESS,,NDB-NODE-2,NKC-NODE-3,DC-NDB,DC-NKC-SECONDARY,true,2024-07-25,07:50:34,2024-07-25T05:50:34.793Z,2024-07-25T05:50:35.773Z
39189,TX20240725953438,DEP,2000,0,2000,MRU,3152,2871,,,,47,SUCCESS,,NKC-NODE-1,NKC-NODE-3,DC-NKC-PRIMARY,DC-NKC-SECONDARY,true,2024-07-25,07:50:34,2024-07-25T05:50:34.793Z,2024-07-25T05:50:36.668Z
39391,TX20240725903015,DEP,2000,0,2000,MRU,3152,2871,,,,47,SUCCESS,,NDB-NODE-1,NDB-NODE-1,DC-NDB,DC-NDB,false,2024-07-25,07:50:34,2024-07-25T05:50:34.793Z,2024-07-25T05:50:38.513Z
52947,TX20240725130515,DEP,2000,0,2000,MRU,3152,2871,,,,47,SUCCESS,,NKC-NODE-3,NDB-NODE-2,DC-NKC-SECONDARY,DC-NDB,true,2024-07-25,07:50:34,2024-07-25T05:50:34.793Z,2024-07-25T05:50:36.962Z
62893,TX20240725272249,DEP,2000,0,2000,MRU,3152,2871,,,,47,SUCCESS,,NKC-NODE-2,NKC-NODE-3,DC-NKC-PRIMARY,DC-NKC-SECONDARY,true,2024-07-25,07:50:34,2024-07-25T05:50:34.793Z,2024-07-25T05:50:37.262Z
64244,TX20240725880559,DEP,2000,0,2000,MRU,3152,2871,,,,47,SUCCESS,,NKC-NODE-2,NKC-NODE-2,DC-NKC-PRIMARY,DC-NKC-PRIMARY,false,2024-07-25,07:50:34,2024-07-25T05:50:34.793Z,2024-07-25T05:50:37.083Z
64436,TX20240725406666,DEP,2000,0,2000,MRU,3152,2871,,,,47,SUCCESS,,NKC-NODE-3,NKC-NODE-2,DC-NKC-SECONDARY,DC-NKC-PRIMARY,true,2024-07-25,07:50:34,2024-07-25T05:50:34.793Z,2024-07-25T05:50:35.736Z
88015,TX20240725875654,DEP,2000,0,2000,MRU,3152,2871,,,,47,SUCCESS,,NKC-NODE-1,NKC-NODE-3,DC-NKC-PRIMARY,DC-NKC-SECONDARY,true,2024-07-25,07:50:34,2024-07-25T05:50:34.793Z,2024-07-25T05:50:37.094Z
88755,TX20240725309060,DEP,2000,0,2000,MRU,3152,2871,,,,47,SUCCESS,,NDB-NODE-2,NKC-NODE-1,DC-NDB,DC-NKC-PRIMARY,true,2024-07-25,07:50:34,2024-07-25T05:50:34.793Z,2024-07-25T05:50:38.454Z
29956,TX20240725047526,PAY,2700,41,2741,MRU,2374,2176,,,256,,SUCCESS,,NDB-NODE-1,NKC-NODE-1,DC-NDB,DC-NKC-PRIMARY,true,2024-07-25,07:59:23,2024-07-25T05:59:23.351Z,2024-07-25T05:59:26.652Z
38700,TX20240725508800,PAY,2700,41,2741,MRU,2374,2176,,,256,,SUCCESS,,NKC-NODE-2,NDB-NODE-1,DC-NKC-PRIMARY,DC-NDB,true,2024-07-25,07:59:23,2024-07-25T05:59:23.351Z,2024-07-25T05:59:27.515Z
40716,TX20240725378020,PAY,2700,41,2741,MRU,2374,2176,,,256,,SUCCESS,,NKC-NODE-2,NDB-NODE-1,DC-NKC-PRIMARY,DC-NDB,true,2024-07-25,07:59:23,2024-07-25T05:59:23.351Z,2024-07-25T05:59:27.076Z
40917,TX20240725589030,PAY,2700,41,2741,MRU,2374,2176,,,256,,SUCCESS,,NDB-NODE-2,NKC-NODE-1,DC-NDB,DC-NKC-PRIMARY,true,2024-07-25,07:59:23,2024-07-25T05:59:23.351Z,2024-07-25T05:59:25.282Z
45937,TX20240725733457,PAY,2700,41,2741,MRU,2374,2176,,,256,,FAILED,INSUFFICIENT_BALANCE,NDB-NODE-2,NKC-NODE-1,DC-NDB,DC-NKC-PRIMARY,true,2024-07-25,07:59:23,2024-07-25T05:59:23.351Z,2024-07-25T05:59:23.351Z
61067,TX20240725328276,PAY,2700,41,2741,MRU,2374,2176,,,256,,FAILED,INSUFFICIENT_BALANCE,NDB-NODE-2,NKC-NODE-2,DC-NDB,DC-NKC-PRIMARY,true,2024-07-25,07:59:23,2024-07-25T05:59:23.351Z,2024-07-25T05:59:23.351Z
84029,TX20240725688649,PAY,2700,41,2741,MRU,2374,2176,,,256,,SUCCESS,,NKC-NODE-3,NKC-NODE-2,DC-NKC-SECONDARY,DC-NKC-PRIMARY,true,2024-07-25,07:59:23,2024-07-25T05:59:23.351Z,2024-07-25T05:59:25.546Z
86078,TX20240725335275,PAY,2700,41,2741,MRU,2374,2176,,,256,,FAILED,INSUFFICIENT_BALANCE,NKC-NODE-1,NKC-NODE-1,DC-NKC-PRIMARY,DC-NKC-PRIMARY,false,2024-07-25,07:59:23,2024-07-25T05:59:23.351Z,2024-07-25T05:59:23.351Z
86636,TX20240725332889,PAY,2700,41,2741,MRU,2374,2176,,,256,,FAILED,INSUFFICIENT_BALANCE,NDB-NODE-1,NKC-NODE-2,DC-NDB,DC-NKC-PRIMARY,true,2024-07-25,07:59:23,2024-07-25T05:59:23.351Z,2024-07-25T05:59:23.351Z
